Data recorded on Wed Jul 26 14-13-05 CAT 2017
Time: 14:13:18
Time		Millis		bpm		Period		SpO2
13,27	,	22860	,	79	,	703	,	98.68185
13,27	,	23580	,	78	,	720	,	98.73385
13,28	,	24364	,	78	,	784	,	98.77276
13,28	,	25147	,	78	,	783	,	98.9022
13,29	,	25947	,	79	,	800	,	99.1297
13,30	,	26667	,	80	,	720	,	99.38407
13,31	,	27371	,	81	,	704	,	99.505356
13,31	,	28058	,	82	,	687	,	99.56354
13,32	,	28794	,	81	,	736	,	99.5957
13,33	,	29530	,	81	,	736	,	99.59101
13,34	,	30314	,	80	,	784	,	99.61303
13,34	,	31114	,	79	,	800	,	99.62021
13,35	,	31913	,	79	,	799	,	99.55163
13,36	,	32665	,	79	,	752	,	99.49519
13,37	,	33385	,	80	,	720	,	99.42638
13,37	,	34072	,	81	,	687	,	99.32175
13,38	,	34744	,	81	,	672	,	99.203156
13,39	,	35416	,	81	,	672	,	99.31493
13,39	,	36151	,	81	,	735	,	99.308914
13,40	,	36903	,	81	,	752	,	99.26703
13,41	,	37703	,	81	,	800	,	99.349
13,42	,	38439	,	81	,	736	,	99.31176
13,42	,	39158	,	82	,	719	,	99.53244
13,43	,	39862	,	83	,	704	,	99.589676
13,44	,	40550	,	83	,	688	,	99.661156
13,44	,	41222	,	83	,	672	,	99.79819
13,45	,	41941	,	83	,	719	,	99.771576
13,46	,	42677	,	82	,	736	,	99.6762
13,47	,	43429	,	82	,	752	,	99.77151
13,47	,	44196	,	82	,	767	,	99.80246
13,48	,	44964	,	82	,	768	,	99.74498
13,49	,	45716	,	82	,	752	,	99.75828
13,50	,	46420	,	82	,	704	,	99.578156
13,50	,	47092	,	82	,	672	,	99.4062
13,51	,	47779	,	83	,	687	,	99.26112
13,52	,	48435	,	83	,	656	,	99.18573
13,52	,	49107	,	83	,	672	,	99.30514
13,53	,	49826	,	84	,	719	,	99.342926
13,54	,	50594	,	83	,	768	,	99.28282
13,55	,	51362	,	83	,	768	,	99.20329
13,55	,	52146	,	83	,	784	,	99.189316
13,56	,	52913	,	83	,	767	,	99.10883
13,57	,	53633	,	83	,	720	,	99.14933
13,58	,	54337	,	82	,	704	,	99.26337
13,58	,	55025	,	82	,	688	,	99.4045
13,59	,	55696	,	82	,	671	,	99.402626
14,0	,	56384	,	82	,	688	,	99.21402
14,0	,	57104	,	82	,	720	,	99.11346
14,1	,	57840	,	82	,	736	,	99.131454
14,2	,	58655	,	82	,	815	,	99.16041
14,3	,	59423	,	82	,	768	,	99.208015
14,3	,	60191	,	82	,	768	,	99.304436
14,4	,	60894	,	82	,	703	,	99.309845
14,5	,	61566	,	83	,	672	,	99.34506
14,5	,	62222	,	83	,	656	,	99.16319
14,6	,	62878	,	83	,	656	,	99.00039
14,7	,	63533	,	84	,	655	,	99.082085
14,7	,	64221	,	84	,	688	,	99.1726
14,8	,	64989	,	84	,	768	,	99.14731
14,9	,	65837	,	83	,	848	,	99.16835
14,10	,	66684	,	82	,	847	,	99.135864
14,11	,	67516	,	81	,	832	,	99.140884
14,12	,	68316	,	80	,	800	,	99.14396
14,12	,	69052	,	80	,	736	,	99.027565
14,13	,	69739	,	79	,	687	,	98.99787
14,14	,	70411	,	79	,	672	,	99.181305
14,14	,	71099	,	79	,	688	,	99.240265
14,15	,	71770	,	79	,	671	,	99.11777
14,16	,	72522	,	79	,	752	,	99.116806
14,17	,	73290	,	80	,	768	,	99.06667
14,17	,	74090	,	81	,	800	,	99.04895
14,18	,	74921	,	81	,	831	,	99.07505
14,19	,	75753	,	80	,	832	,	99.00017
14,20	,	76553	,	80	,	800	,	98.99286
14,21	,	77289	,	79	,	736	,	99.130104
14,21	,	78009	,	79	,	720	,	99.06552
14,22	,	78712	,	78	,	703	,	99.12054
14,23	,	79432	,	78	,	720	,	99.12674
14,23	,	80151	,	78	,	719	,	99.123436
14,24	,	80919	,	78	,	768	,	99.21099
14,25	,	81687	,	79	,	768	,	99.3069
14,26	,	82455	,	79	,	768	,	99.22913
14,26	,	83222	,	80	,	767	,	99.27281
