RAW Data export file (comma separated)


Client:	John,Sample
Session:	Talon2 
Date:	24-07-2017
Time:	14:16:18
Duration:	164	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-29.069,683.117,,
-30.163,683.117,,
-31.049,683.117,,
-31.754,683.117,,
-32.437,678.158,,
-33.208,678.158,,
-34.010,678.158,,
-34.529,678.158,,
-34.782,678.101,,
-34.984,678.101,,
-35.241,678.101,,
-35.510,678.101,,
-35.647,678.171,,
-35.616,678.171,,
-35.638,678.171,,
-35.794,678.171,,
-36.042,678.249,,
-36.278,678.249,,
-36.465,678.249,,
-36.590,678.249,,
-36.822,678.264,,
-37.222,678.264,,
-37.594,678.264,,
-37.832,678.264,,
-38.095,678.236,,
-38.416,678.236,,
-38.894,678.236,,
-39.502,678.236,,
-39.881,678.266,,
-40.121,678.266,,
-40.311,678.266,,
-40.535,678.266,,
-40.907,678.284,,
-41.161,678.284,,
-41.276,678.284,,
-41.295,678.284,,
-41.394,678.287,,
-41.679,678.287,,
-41.871,678.287,,
-42.005,678.287,,
-42.043,678.256,,
-42.126,678.256,,
-42.502,678.256,,
-42.781,678.256,,
-42.854,678.267,,
-42.866,678.267,,
-42.856,678.267,,
-42.987,678.267,,
-43.087,678.298,,
-43.008,678.298,,
-42.887,678.298,,
-42.746,678.298,,
-42.820,678.358,,
-43.036,678.358,,
-43.091,678.358,,
-43.069,678.358,,
-42.967,678.346,,
-43.008,678.346,,
-43.260,678.346,,
-43.384,678.346,,
-43.457,678.348,,
-43.475,678.348,,
-43.566,678.348,,
-43.951,678.348,,
-44.268,678.499,,
-44.532,678.499,,
-44.703,678.499,,
-44.744,678.499,,
-44.960,678.564,,
-45.217,678.564,,
-45.368,678.564,,
-45.383,678.564,,
-45.284,678.612,,
-45.360,678.612,,
-45.378,678.612,,
-45.048,678.612,,
-44.326,678.686,,
-42.959,678.686,,
-41.094,678.686,,
-38.648,678.686,,
-35.479,678.860,,
-31.828,678.860,,
-27.840,678.860,,
-23.877,678.860,,
-20.204,679.018,,
-16.893,679.018,,
-14.060,679.018,,
-11.736,679.018,,
-10.254,679.197,,
-9.709,679.197,,
-9.803,679.197,,
-10.283,679.197,,
-11.013,679.449,,
-11.980,679.449,,
-13.391,679.449,,
-14.977,679.449,,
-16.599,679.822,,
-18.014,679.822,,
-19.115,679.822,,
-20.174,679.822,,
-21.115,680.195,,
-22.009,680.195,,
-22.775,680.195,,
-23.450,680.195,,
-24.263,680.548,,
-25.214,680.548,,
-26.359,680.548,,
-27.437,680.548,,
-28.465,680.891,,
-29.505,680.891,,
-30.544,680.891,,
-31.552,680.891,,
-32.416,681.271,,
-33.058,681.271,,
-33.500,681.271,,
-33.885,681.271,,
-34.198,681.684,,
-34.254,681.684,,
-34.019,681.684,,
-33.730,681.684,,
-33.587,682.099,,
-33.857,682.099,,
-34.324,682.099,,
-34.670,682.099,,
-35.030,682.496,,
-35.474,682.496,,
-35.902,682.496,,
-36.275,682.496,,
-36.517,682.972,,
-36.772,682.972,,
-36.968,682.972,,
-37.219,682.972,,
-37.690,683.470,,
-38.128,683.470,,
-38.485,683.470,,
-38.814,683.470,,
-39.256,683.917,,
-39.809,683.917,,
-40.302,683.917,,
-40.547,683.917,,
-40.668,684.301,,
-40.717,684.301,,
-40.898,684.301,,
-41.044,684.301,,
-41.073,684.734,,
-41.147,684.734,,
-41.151,684.734,,
-41.237,684.734,,
-41.431,685.194,,
-41.476,685.194,,
-41.538,685.194,,
-41.543,685.194,,
-41.641,685.598,,
-41.829,685.598,,
-41.860,685.598,,
-41.920,685.598,,
-41.900,685.963,,
-41.935,685.963,,
-42.214,685.963,,
-42.250,685.963,,
-42.157,686.397,,
-42.046,686.397,,
-41.961,686.397,,
-42.144,686.397,,
-42.332,686.813,,
-42.475,686.813,,
-42.542,686.813,,
-42.619,686.813,,
-42.886,687.124,,
-43.158,687.124,,
-43.273,687.124,,
-43.281,687.124,,
-43.197,687.498,,
-43.296,687.498,,
-43.564,687.498,,
-43.754,687.498,,
-43.848,687.655,,
-43.807,687.655,,
-43.880,687.655,,
-44.119,687.655,,
-44.269,687.822,,
-44.334,687.822,,
-44.151,687.822,,
-43.822,687.822,,
-43.383,687.883,,
-42.432,687.883,,
-40.810,687.883,,
-38.368,687.883,,
-35.274,687.811,,
-31.881,687.811,,
-28.195,687.811,,
-24.364,687.811,,
-20.550,687.726,,
-16.991,687.726,,
-14.225,687.726,,
-12.248,687.726,,
-11.011,687.748,,
-10.286,687.748,,
-9.934,687.748,,
-10.261,687.748,,
-11.237,687.743,,
-12.582,687.743,,
-14.035,687.743,,
-15.493,687.743,,
-17.017,687.634,,
-18.592,687.634,,
-19.999,687.634,,
-21.214,687.634,,
-22.304,687.478,,
-23.535,687.478,,
-24.819,687.478,,
-26.008,687.478,,
-27.113,687.428,,
-27.998,687.428,,
-28.750,687.428,,
-29.502,687.428,,
-30.289,687.403,,
-31.033,687.403,,
-31.623,687.403,,
-32.101,687.403,,
-32.453,687.294,,
-32.879,687.294,,
-33.258,687.294,,
-33.418,687.294,,
-33.528,687.169,,
-33.725,687.169,,
-33.965,687.169,,
-34.159,687.169,,
-34.279,687.088,,
-34.412,687.088,,
-34.603,687.088,,
-34.907,687.088,,
-35.362,686.953,,
-35.685,686.953,,
-35.975,686.953,,
-36.273,686.953,,
-36.631,686.737,,
-37.330,686.737,,
-37.961,686.737,,
-38.409,686.737,,
-38.798,686.406,,
-39.239,686.406,,
-39.902,686.406,,
-40.428,686.406,,
-40.660,686.087,,
-40.796,686.087,,
-40.900,686.087,,
-41.160,686.087,,
-41.586,685.777,,
-41.857,685.777,,
-41.977,685.777,,
-41.933,685.777,,
-41.966,685.423,,
-42.127,685.423,,
-42.181,685.423,,
-42.276,685.423,,
-42.262,684.967,,
-42.240,684.967,,
-42.417,684.967,,
-42.426,684.967,,
-42.298,684.536,,
-42.170,684.536,,
-42.085,684.536,,
-42.320,684.536,,
-42.441,684.191,,
-42.448,684.191,,
-42.482,684.191,,
-42.505,684.191,,
-42.712,683.781,,
-43.006,683.781,,
-43.169,683.781,,
-43.301,683.781,,
-43.291,683.283,,
-43.388,683.283,,
-43.602,683.283,,
-43.683,683.283,,
-43.723,682.876,,
-43.604,682.876,,
-43.603,682.876,,
-43.828,682.876,,
-43.952,682.480,,
-44.104,682.480,,
-44.194,682.480,,
-44.295,682.480,,
-44.652,682.051,,
-45.013,682.051,,
-45.202,682.051,,
-45.131,682.051,,
-44.737,681.688,,
-44.102,681.688,,
-42.988,681.688,,
-41.238,681.688,,
-38.694,681.300,,
-35.455,681.300,,
-31.957,681.300,,
-28.262,681.300,,
-24.542,680.910,,
-20.994,680.910,,
-17.673,680.910,,
-14.915,680.910,,
-12.905,680.561,,
-11.717,680.561,,
-11.187,680.561,,
-11.048,680.561,,
-11.468,680.304,,
-12.443,680.304,,
-13.825,680.304,,
-15.388,680.304,,
-16.757,680.119,,
-18.066,680.119,,
-19.440,680.119,,
-20.802,680.119,,
-22.186,679.967,,
-23.424,679.967,,
-24.440,679.967,,
-25.456,679.967,,
-26.623,679.847,,
-27.886,679.847,,
-28.930,679.847,,
-29.835,679.847,,
-30.757,679.697,,
-31.824,679.697,,
-32.881,679.697,,
-33.764,679.697,,
-34.510,679.512,,
-35.231,679.512,,
-35.928,679.512,,
-36.601,679.512,,
-37.000,679.382,,
-36.971,679.382,,
