Data recorded on Mon Jul 24 09-46-02 CAT 2017
Time: 9:46:9
Time		Millis		bpm		Period		SpO2
46,18	,	97434	,	64	,	960	,	100.05703
46,18	,	98377	,	63	,	943	,	99.96932
46,19	,	99320	,	62	,	943	,	99.90686
46,20	,	100264	,	62	,	944	,	99.75378
46,21	,	101224	,	62	,	960	,	99.682045
46,21	,	102199	,	62	,	975	,	99.53051
46,22	,	103111	,	63	,	912	,	99.85506
46,23	,	103975	,	63	,	864	,	99.79889
46,24	,	104982	,	63	,	1007	,	100.00919
46,25	,	105990	,	63	,	1008	,	99.884346
46,26	,	106917	,	63	,	927	,	99.72899
46,27	,	107813	,	63	,	896	,	99.79141
46,28	,	108709	,	63	,	896	,	99.97805
46,29	,	109636	,	64	,	927	,	100.15451
46,30	,	110596	,	64	,	960	,	100.17087
46,31	,	111555	,	64	,	959	,	100.135475
46,32	,	112387	,	64	,	832	,	100.0796
46,33	,	113219	,	64	,	832	,	100.25566
46,33	,	114114	,	65	,	895	,	99.93148
46,34	,	115074	,	66	,	960	,	99.961205
46,35	,	115985	,	66	,	911	,	99.992805
46,36	,	116881	,	66	,	896	,	100.09039
46,37	,	117729	,	66	,	848	,	100.02602
46,38	,	118592	,	67	,	863	,	99.83809
46,39	,	119376	,	68	,	784	,	98.490906
46,39	,	120208	,	69	,	832	,	98.66012
46,40	,	121023	,	69	,	815	,	98.50166
46,41	,	121823	,	69	,	800	,	98.10936
46,42	,	122654	,	70	,	831	,	98.380486
46,43	,	123582	,	70	,	928	,	98.440445
46,44	,	124494	,	70	,	912	,	98.345825
46,45	,	125421	,	70	,	927	,	98.287544
46,46	,	126381	,	69	,	960	,	98.13193
46,47	,	127404	,	68	,	1023	,	98.19434
46,48	,	128364	,	66	,	960	,	99.82131
46,49	,	129292	,	66	,	928	,	99.87545
46,50	,	130283	,	64	,	991	,	100.104935
46,51	,	131226	,	63	,	943	,	100.26247
46,51	,	132123	,	63	,	897	,	100.06476
46,52	,	133098	,	63	,	975	,	99.99214
46,53	,	134106	,	62	,	1008	,	100.107315
46,54	,	135097	,	62	,	991	,	99.76996
46,55	,	136057	,	62	,	960	,	99.79558
46,56	,	137049	,	62	,	992	,	99.61255
46,57	,	138024	,	62	,	975	,	99.44129
46,58	,	138920	,	62	,	896	,	99.26
46,59	,	139847	,	62	,	927	,	98.943695
47,0	,	140663	,	63	,	816	,	98.7285
47,1	,	141447	,	64	,	784	,	98.8018
47,2	,	142294	,	65	,	847	,	98.62953
47,3	,	143238	,	65	,	944	,	98.38785
47,3	,	144197	,	65	,	959	,	98.44849
47,4	,	145189	,	65	,	992	,	98.576996
47,5	,	146084	,	66	,	895	,	98.73304
47,6	,	147012	,	66	,	928	,	98.66303
47,7	,	147972	,	66	,	960	,	98.56411
47,8	,	148979	,	65	,	1007	,	98.54816
47,9	,	149891	,	65	,	912	,	98.81043
47,10	,	150755	,	64	,	864	,	98.871
47,11	,	151650	,	64	,	895	,	98.90796
47,12	,	152609	,	64	,	959	,	98.986496
47,13	,	153602	,	63	,	993	,	99.013596
47,14	,	154625	,	63	,	1023	,	98.80767
47,15	,	155617	,	62	,	992	,	98.73268
47,16	,	156592	,	62	,	975	,	98.73465
47,17	,	157535	,	62	,	943	,	98.74781
