Data recorded on Mon Jul 24 13-21-55 CAT 2017
Time: 13:22:1
Time		Millis		bpm		Period		SpO2
22,10	,	19030	,	87	,	623	,	94.74426
22,10	,	19622	,	86	,	592	,	92.895325
22,10	,	20198	,	88	,	576	,	93.302765
22,11	,	20806	,	89	,	608	,	94.185745
22,12	,	21461	,	89	,	655	,	94.98683
22,12	,	22118	,	87	,	657	,	95.78784
22,13	,	22757	,	86	,	639	,	96.66006
22,14	,	23461	,	85	,	704	,	97.79374
22,14	,	24133	,	83	,	672	,	98.22807
22,15	,	24836	,	93	,	703	,	98.57648
22,16	,	25556	,	92	,	720	,	100.09879
22,16	,	26276	,	90	,	720	,	100.83654
22,17	,	27028	,	87	,	752	,	100.80563
22,18	,	27779	,	86	,	751	,	100.667915
22,19	,	28531	,	84	,	752	,	100.242935
22,19	,	29283	,	83	,	752	,	100.44454
22,20	,	30003	,	82	,	720	,	100.555115
22,21	,	30754	,	82	,	751	,	100.10703
22,22	,	31474	,	81	,	720	,	100.51556
22,22	,	32146	,	82	,	672	,	100.465256
22,23	,	32914	,	81	,	768	,	99.74954
22,24	,	33665	,	81	,	751	,	99.53381
22,25	,	34385	,	81	,	720	,	99.496
22,25	,	35089	,	82	,	704	,	99.17296
22,26	,	35857	,	81	,	768	,	99.397484
22,27	,	36640	,	81	,	783	,	99.03069
22,28	,	37456	,	80	,	816	,	98.774414
22,28	,	38240	,	80	,	784	,	98.931046
22,29	,	39055	,	79	,	815	,	98.37728
22,30	,	39839	,	78	,	784	,	98.58858
22,31	,	40639	,	77	,	800	,	98.95952
22,32	,	41439	,	77	,	800	,	99.0029
22,32	,	42206	,	76	,	767	,	99.19889
22,33	,	42894	,	76	,	688	,	99.31558
22,34	,	43566	,	77	,	672	,	99.50581
22,34	,	44189	,	79	,	623	,	99.7325
22,35	,	44846	,	81	,	657	,	99.85505
22,36	,	45533	,	82	,	687	,	99.7787
22,36	,	46253	,	83	,	720	,	100.01541
22,37	,	47020	,	83	,	767	,	100.21493
22,38	,	47756	,	84	,	736	,	99.64092
22,39	,	48556	,	84	,	800	,	99.70547
22,40	,	49356	,	83	,	800	,	99.59578
22,40	,	50219	,	81	,	863	,	99.955734
22,41	,	51067	,	80	,	848	,	99.44923
22,42	,	51931	,	77	,	864	,	98.931946
22,43	,	52730	,	76	,	799	,	98.887184
22,44	,	53562	,	74	,	832	,	98.781715
22,45	,	54378	,	73	,	816	,	98.915504
22,45	,	55194	,	73	,	816	,	98.82474
22,46	,	55929	,	73	,	735	,	99.34487
22,47	,	56745	,	73	,	816	,	99.335106
22,48	,	57513	,	73	,	768	,	99.31799
22,49	,	58297	,	74	,	784	,	99.06682
22,49	,	59080	,	74	,	783	,	99.61961
22,50	,	59832	,	75	,	752	,	99.75109
22,51	,	60600	,	76	,	768	,	99.773605
22,52	,	61383	,	76	,	783	,	100.04229
22,52	,	62167	,	77	,	784	,	99.884
22,53	,	62935	,	77	,	768	,	99.848076
22,54	,	63718	,	77	,	783	,	99.80273
22,55	,	64550	,	76	,	832	,	99.94409
22,56	,	65318	,	76	,	768	,	99.890755
22,56	,	66117	,	76	,	799	,	99.96563
22,57	,	66917	,	76	,	800	,	99.66287
22,58	,	67733	,	75	,	816	,	99.95399
22,59	,	68517	,	75	,	784	,	99.82026
22,59	,	69269	,	76	,	752	,	99.8535
23,0	,	69988	,	76	,	719	,	100.05519
23,1	,	70708	,	77	,	720	,	100.02075
23,2	,	71476	,	77	,	768	,	100.32961
23,3	,	72291	,	77	,	815	,	100.34239
23,3	,	73059	,	77	,	768	,	99.97525
23,4	,	73827	,	77	,	768	,	99.87257
23,5	,	74610	,	78	,	783	,	100.00263
23,6	,	75426	,	78	,	816	,	99.97641
23,6	,	76178	,	78	,	752	,	100.04484
23,7	,	76929	,	78	,	751	,	99.846405
23,8	,	77634	,	78	,	705	,	99.46017
23,9	,	78353	,	78	,	719	,	98.95695
23,9	,	79073	,	79	,	720	,	98.7825
