-46.080,887.808,,
-47.601,887.808,,
-46.999,887.808,,
-47.220,886.807,,
-47.354,886.807,,
-45.604,886.807,,
-45.710,886.807,,
-43.762,886.074,,
-42.235,886.074,,
-41.479,886.074,,
-38.908,886.074,,
-39.152,885.623,,
-38.920,885.623,,
-38.941,885.623,,
-40.411,885.623,,
-39.749,885.180,,
-41.213,885.180,,
-42.414,885.180,,
-42.828,885.180,,
-45.009,884.923,,
-44.880,884.923,,
-45.556,884.923,,
-45.922,884.923,,
-44.772,884.455,,
-45.880,884.455,,
-45.321,884.455,,
-45.501,884.455,,
-46.209,884.214,,
-45.031,884.214,,
-46.331,884.214,,
-46.255,884.214,,
-45.592,883.898,,
-45.921,883.898,,
-44.528,883.898,,
-45.330,883.898,,
-45.736,883.521,,
-45.479,883.521,,
-47.443,883.521,,
-47.336,883.521,,
-48.491,883.121,,
-49.337,883.121,,
-48.342,883.121,,
-49.475,883.121,,
-48.500,882.871,,
-48.003,882.871,,
-48.066,882.871,,
-46.434,882.871,,
-47.104,882.597,,
-46.205,882.597,,
-45.347,882.597,,
-46.160,882.597,,
-45.148,882.270,,
-46.027,882.270,,
-45.975,882.270,,
-45.089,882.270,,
-45.877,881.980,,
-44.768,881.980,,
-45.198,881.980,,
-45.512,881.980,,
-44.508,881.554,,
-45.493,881.554,,
-44.584,881.554,,
-44.868,881.554,,
-45.845,881.250,,
-44.846,881.250,,
-45.980,881.250,,
-45.754,881.250,,
-45.783,880.900,,
-47.142,880.900,,
-46.488,880.900,,
-47.736,880.900,,
-47.829,880.614,,
-47.019,880.614,,
-47.894,880.614,,
-46.913,880.614,,
-47.449,880.191,,
-47.256,880.191,,
-45.500,880.191,,
-46.077,880.191,,
-45.281,879.901,,
-45.833,879.901,,
-46.924,879.901,,
-45.899,879.901,,
-46.667,879.603,,
-45.775,879.603,,
-45.325,879.603,,
-46.329,879.603,,
-45.435,879.368,,
-46.479,879.368,,
-46.131,879.368,,
-45.232,879.368,,
-45.883,879.044,,
-44.656,879.044,,
-45.249,879.044,,
-45.463,879.044,,
-44.578,878.837,,
-45.846,878.837,,
-45.170,878.837,,
-45.592,878.837,,
-46.188,878.758,,
-45.060,878.758,,
-46.084,878.758,,
-45.435,878.758,,
-45.132,878.672,,
-45.805,878.672,,
-44.465,878.672,,
-45.406,878.672,,
-45.343,878.753,,
-45.110,878.753,,
-46.484,878.753,,
-45.543,878.753,,
-46.252,878.635,,
-46.421,878.635,,
-45.527,878.635,,
-46.626,878.635,,
-45.680,878.136,,
-45.670,878.136,,
-45.614,878.136,,
-43.966,878.136,,
-44.448,877.489,,
-42.756,877.489,,
-41.124,877.489,,
-40.380,877.489,,
-38.098,877.182,,
-38.392,877.182,,
-37.794,877.182,,
-37.164,877.182,,
-38.114,876.968,,
-36.996,876.968,,
-37.625,876.968,,
-37.712,876.968,,
-37.255,877.004,,
-38.963,877.004,,
-38.880,877.004,,
-40.075,877.004,,
-41.398,876.982,,
-41.208,876.982,,
-43.103,876.982,,
-43.016,876.982,,
-43.374,876.952,,
-44.361,876.952,,
-43.329,876.952,,
-44.304,876.952,,
-43.576,876.852,,
-42.363,876.852,,
-42.505,876.852,,
-40.908,876.852,,
-41.453,876.879,,
-41.364,876.879,,
-40.775,876.879,,
-42.475,876.879,,
-42.394,876.855,,
-43.572,876.855,,
-44.588,876.855,,
-44.267,876.855,,
-46.176,876.784,,
-46.479,876.784,,
-47.104,876.784,,
-47.954,876.784,,
-46.745,876.787,,
-47.695,876.787,,
-46.958,876.787,,
-46.106,876.787,,
-46.530,876.792,,
-44.934,876.792,,
-45.388,876.792,,
-45.302,876.792,,
-44.861,876.836,,
-46.387,876.836,,
-45.538,876.836,,
-45.961,876.836,,
-46.378,876.853,,
-45.651,876.853,,
-47.113,876.853,,
-46.670,876.853,,
-46.961,877.007,,
-47.558,877.007,,
-46.106,877.007,,
-46.975,877.007,,
-46.679,877.058,,
-46.381,877.058,,
-47.216,877.058,,
-45.985,877.058,,
-46.725,877.186,,
-46.576,877.186,,
-45.772,877.186,,
-46.489,877.186,,
-44.969,877.140,,
-45.198,877.140,,
-45.572,877.140,,
-44.877,877.140,,
-46.285,877.204,,
-45.623,877.204,,
-45.873,877.204,,
-46.636,877.204,,
-45.585,877.177,,
-46.499,877.177,,
-45.916,877.177,,
-45.439,877.177,,
-46.063,877.248,,
-44.827,877.248,,
-45.772,877.248,,
-45.784,877.248,,
-45.232,877.234,,
-45.889,877.234,,
-44.329,877.234,,
-44.490,877.234,,
-44.662,877.225,,
-43.927,877.225,,
-45.432,877.225,,
-44.925,877.225,,
-45.253,877.256,,
-45.957,877.256,,
-45.213,877.256,,
-46.591,877.256,,
-46.371,877.287,,
-46.395,877.287,,
-47.363,877.287,,
-45.924,877.287,,
-46.484,877.463,,
-46.314,877.463,,
-46.037,877.463,,
-47.541,877.463,,
-46.865,877.453,,
-47.765,877.453,,
-47.920,877.453,,
-46.845,877.453,,
-47.936,877.523,,
-47.301,877.523,,
-47.505,877.523,,
-47.695,877.523,,
-46.144,877.530,,
-46.771,877.530,,
-45.831,877.530,,
-45.540,877.530,,
-46.507,877.726,,
-45.532,877.726,,
-46.642,877.726,,
-46.683,877.726,,
-46.600,877.914,,
-47.958,877.914,,
-47.244,877.914,,
-48.486,877.914,,
-49.021,878.084,,
-48.206,878.084,,
-49.293,878.084,,
-48.449,878.084,,
-48.946,877.745,,
-49.455,877.745,,
-48.085,877.745,,
-48.562,877.745,,
-46.674,877.267,,
-44.859,877.267,,
-43.721,877.267,,
-40.577,877.267,,
-39.979,877.007,,
-38.563,877.007,,
-37.051,877.007,,
-37.093,877.007,,
-35.393,876.884,,
-36.065,876.884,,
-36.467,876.884,,
-36.151,876.884,,
-38.059,877.028,,
-37.977,877.028,,
-39.041,877.028,,
-40.037,877.028,,
-39.369,877.104,,
-40.735,877.104,,
-40.275,877.104,,
-40.570,877.104,,
-41.707,877.187,,
-41.099,877.187,,
-43.021,877.187,,
-43.404,877.187,,
-43.456,877.084,,
-44.444,877.084,,
-43.034,877.084,,
-43.939,877.084,,
-44.391,877.211,,
-44.169,877.211,,
-45.901,877.211,,
-45.472,877.211,,
-46.425,877.224,,
-47.081,877.224,,
-46.036,877.224,,
-46.998,877.224,,
-45.899,877.263,,
-45.522,877.263,,
-45.833,877.263,,
-44.461,877.263,,
-45.599,877.215,,
-45.491,877.215,,
-45.583,877.215,,
-46.855,877.215,,
-45.960,877.305,,
-46.842,877.305,,
-46.562,877.305,,
-45.427,877.305,,
-46.074,877.412,,
-44.952,877.412,,
-45.698,877.412,,
-46.185,877.412,,
-45.393,877.566,,
-46.723,877.566,,
-46.152,877.566,,
-46.561,877.566,,
-47.413,877.824,,
-46.426,877.824,,
-47.378,877.824,,
-46.807,877.824,,
-46.542,878.099,,
-47.537,878.099,,
-46.539,878.099,,
-47.443,878.099,,
-47.079,878.449,,
-46.158,878.449,,
-47.112,878.449,,
-46.224,878.449,,
-47.062,878.711,,
-47.354,878.711,,
-46.463,878.711,,
-47.754,878.711,,
-47.040,879.037,,
-47.300,879.037,,
-48.025,879.037,,
-47.098,879.037,,
-48.317,879.315,,
-47.651,879.315,,
-47.326,879.315,,
-48.219,879.315,,
-47.073,879.684,,
-48.030,879.684,,
-47.888,879.684,,
