RAW Data export file (comma separated)


Client:	John,Sample
Session:	David2 
Date:	24-07-2017
Time:	12:02:49
Duration:	147	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-30.127,905.105,,
-30.646,905.105,,
-29.974,905.105,,
-30.921,905.105,,
-30.127,912.363,,
-30.355,912.363,,
-30.980,912.363,,
-29.920,912.363,,
-31.041,912.812,,
-30.604,912.812,,
-30.371,912.812,,
-31.074,912.812,,
-29.769,912.807,,
-30.434,912.807,,
-30.217,912.807,,
-29.440,912.807,,
-30.365,912.749,,
-29.427,912.749,,
-29.606,912.749,,
-29.059,912.749,,
-26.519,912.620,,
-24.891,912.620,,
-20.343,912.620,,
-15.257,912.620,,
-9.306,912.525,,
-0.876,912.525,,
5.773,912.525,,
13.383,912.525,,
20.226,912.475,,
24.674,912.475,,
30.128,912.475,,
32.335,912.475,,
34.047,912.362,,
35.378,912.362,,
33.458,912.362,,
32.571,912.362,,
29.410,912.200,,
25.407,912.200,,
22.163,912.200,,
16.284,912.200,,
11.840,911.987,,
6.709,911.987,,
0.734,911.987,,
-3.543,911.987,,
-9.778,911.840,,
-14.247,911.840,,
-18.018,911.840,,
-22.417,911.840,,
-24.305,911.627,,
-27.748,911.627,,
-30.328,911.627,,
-31.704,911.627,,
-34.389,911.410,,
-34.298,911.410,,
-34.998,911.410,,
-35.676,911.410,,
-34.551,911.202,,
-34.951,911.202,,
-33.421,911.202,,
-32.284,911.202,,
-31.676,911.020,,
-29.078,911.020,,
-28.455,911.020,,
-26.478,911.020,,
-24.223,910.776,,
-23.201,910.776,,
-20.333,910.776,,
-19.597,910.776,,
-18.146,910.480,,
-16.171,910.480,,
-16.622,910.480,,
-15.539,910.480,,
-15.945,910.267,,
-16.573,910.267,,
-15.704,910.267,,
-17.278,910.267,,
-17.510,909.984,,
-18.642,909.984,,
-20.844,909.984,,
-21.346,909.984,,
-23.733,909.686,,
-24.750,909.686,,
-25.670,909.686,,
-28.129,909.686,,
-28.320,909.386,,
-29.988,909.386,,
-30.822,909.386,,
-30.416,909.386,,
-32.067,909.170,,
-31.742,909.170,,
-32.599,909.170,,
-33.469,909.170,,
-32.801,908.880,,
-34.004,908.880,,
-33.373,908.880,,
-32.768,908.880,,
-32.910,908.577,,
-31.347,908.577,,
-31.803,908.577,,
-31.380,908.577,,
-31.022,908.323,,
-32.029,908.323,,
-30.965,908.323,,
-31.614,908.323,,
-31.728,908.046,,
-31.304,908.046,,
-32.460,908.046,,
-31.137,908.046,,
-30.691,907.761,,
-30.500,907.761,,
-29.032,907.761,,
-29.836,907.761,,
-29.021,907.453,,
-28.743,907.453,,
-29.006,907.453,,
-27.315,907.453,,
-27.955,907.273,,
-27.719,907.273,,
-27.417,907.273,,
-28.275,907.273,,
-27.178,907.039,,
-27.752,907.039,,
-27.752,907.039,,
-26.819,907.039,,
-28.017,906.829,,
-27.389,906.829,,
-27.930,906.829,,
-28.439,906.829,,
-27.343,906.635,,
-28.348,906.635,,
-27.892,906.635,,
-27.763,906.635,,
-28.833,906.413,,
-28.474,906.413,,
-29.780,906.413,,
-29.630,906.413,,
-29.240,906.296,,
-30.221,906.296,,
-29.447,906.296,,
-30.405,906.296,,
-30.720,906.094,,
-29.929,906.094,,
-30.815,906.094,,
-29.853,906.094,,
-30.317,905.602,,
-31.232,905.602,,
-30.649,905.602,,
-31.840,905.602,,
-31.223,904.893,,
-30.806,904.893,,
-31.361,904.893,,
-29.910,904.893,,
-29.777,904.280,,
-27.503,904.280,,
-23.459,904.280,,
-19.354,904.280,,
-12.001,903.825,,
-5.317,903.825,,
2.335,903.825,,
10.606,903.825,,
16.479,903.542,,
23.689,903.542,,
28.995,903.542,,
32.528,903.542,,
36.325,903.321,,
36.304,903.321,,
36.410,903.321,,
35.060,903.321,,
31.419,903.239,,
29.143,903.239,,
24.183,903.239,,
19.368,903.239,,
14.588,903.383,,
8.143,903.383,,
3.787,903.383,,
-1.904,903.383,,
-7.187,903.572,,
-11.137,903.572,,
-16.994,903.572,,
-20.402,903.572,,
-24.099,903.856,,
-27.555,903.856,,
-28.781,903.856,,
-32.041,903.856,,
-33.429,904.264,,
-34.635,904.264,,
-36.636,904.264,,
-36.092,904.264,,
-36.998,904.871,,
-36.575,904.871,,
-35.058,904.871,,
-35.054,904.871,,
-32.735,905.504,,
-31.528,905.504,,
-29.955,905.504,,
-27.249,905.504,,
-26.316,906.217,,
-23.397,906.217,,
-21.345,906.217,,
-20.360,906.217,,
-17.876,906.941,,
-17.593,906.941,,
-16.136,906.941,,
-15.099,906.941,,
-15.852,907.808,,
-15.105,907.808,,
-16.629,907.808,,
-17.384,907.808,,
-17.731,908.705,,
-19.670,908.705,,
-19.764,908.705,,
-21.757,908.705,,
-23.622,909.575,,
-24.130,909.575,,
-26.424,909.575,,
-26.721,909.575,,
-27.912,910.522,,
-29.498,910.522,,
-29.122,910.522,,
-30.965,910.522,,
-31.270,911.507,,
-31.452,911.507,,
-32.795,911.507,,
-31.707,911.507,,
-32.354,912.521,,
-32.364,912.521,,
-31.739,912.521,,
-32.768,912.521,,
-31.864,913.511,,
-32.269,913.511,,
-32.423,913.511,,
-31.446,913.511,,
-32.660,914.607,,
-32.318,914.607,,
-32.698,914.607,,
-33.189,914.607,,
-31.623,915.675,,
-32.267,915.675,,
-31.654,915.675,,
-31.085,915.675,,
-31.599,916.817,,
-29.985,916.817,,
-29.977,916.817,,
-29.189,916.817,,
-27.844,917.991,,
-28.380,917.991,,
-27.155,917.991,,
-27.225,917.991,,
-27.107,919.003,,
-26.188,919.003,,
-27.358,919.003,,
-26.816,919.003,,
-27.165,919.972,,
-28.020,919.972,,
-27.350,919.972,,
-28.574,919.972,,
-28.088,921.166,,
-27.530,921.166,,
-28.111,921.166,,
-26.712,921.166,,
-27.449,922.307,,
-27.568,922.307,,
-26.953,922.307,,
-27.902,922.307,,
-26.817,923.491,,
-27.324,923.491,,
-28.121,923.491,,
-27.923,923.491,,
-29.362,924.616,,
-29.004,924.616,,
-29.147,924.616,,
-29.755,924.616,,
-28.808,925.269,,
-30.150,925.269,,
-30.071,925.269,,
-29.966,925.269,,
-30.815,925.915,,
-29.581,925.915,,
-30.146,925.915,,
-30.030,925.915,,
-28.823,926.449,,
-28.435,926.449,,
-24.855,926.449,,
-21.167,926.449,,
-15.942,927.195,,
-8.049,927.195,,
-1.660,927.195,,
6.567,927.195,,
13.651,928.113,,
19.372,928.113,,
26.295,928.113,,
29.888,928.113,,
33.301,928.935,,
35.677,928.935,,
34.766,928.935,,
34.380,928.935,,
31.033,929.794,,
27.501,929.794,,
24.638,929.794,,
18.919,929.794,,
14.353,930.789,,
8.642,930.789,,
2.994,930.789,,
-1.182,930.789,,
-7.192,931.570,,
-11.203,931.570,,
-15.426,931.570,,
-20.163,931.570,,
-22.797,932.215,,
-27.206,932.215,,
-29.827,932.215,,
-31.932,932.215,,
-35.169,932.893,,
-35.659,932.893,,
-37.387,932.893,,
-38.099,932.893,,
-37.562,933.535,,
-38.322,933.535,,
-36.503,933.535,,
-35.351,933.535,,
-33.953,934.068,,
-30.988,934.068,,
-30.080,934.068,,
-27.514,934.068,,
-25.418,934.448,,
-24.120,934.448,,
-20.920,934.448,,
-20.135,934.448,,
-18.727,934.744,,
-17.329,934.744,,
-17.578,934.744,,
-15.745,934.744,,
-15.910,934.880,,
-15.966,934.880,,
-15.353,934.880,,
