RAW Data export file (comma separated)


Client:	John,Sample
Session:	Dean2 
Date:	24-07-2017
Time:	12:20:54
Duration:	320	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-22.438,630.799,,
-23.500,630.799,,
-23.499,630.799,,
-23.422,630.799,,
-24.268,620.223,,
-23.677,620.223,,
-23.963,620.223,,
-23.499,620.223,,
-22.593,620.330,,
-22.856,620.330,,
-22.113,620.330,,
-22.393,620.330,,
-22.272,620.533,,
-21.252,620.533,,
-21.660,620.533,,
-21.055,620.533,,
-21.090,620.728,,
-21.366,620.728,,
-20.605,620.728,,
-21.124,620.728,,
-20.990,620.939,,
-21.011,620.939,,
-21.387,620.939,,
-20.233,620.939,,
-20.433,621.048,,
-20.321,621.048,,
-20.199,621.048,,
-21.214,621.048,,
-21.030,621.142,,
-21.609,621.142,,
-21.679,621.142,,
-21.113,621.142,,
-21.787,621.262,,
-20.896,621.262,,
-20.665,621.262,,
-20.823,621.262,,
-20.365,621.403,,
-21.374,621.403,,
-21.212,621.403,,
-20.956,621.403,,
-21.071,621.554,,
-20.095,621.554,,
-20.377,621.554,,
-19.877,621.554,,
-19.132,621.705,,
-19.272,621.705,,
-18.411,621.705,,
-18.974,621.705,,
-19.353,621.925,,
-19.239,621.925,,
-20.433,621.925,,
-20.566,621.925,,
-21.341,622.147,,
-21.988,622.147,,
-21.450,622.147,,
-22.024,622.147,,
-21.523,622.411,,
-21.554,622.411,,
-22.039,622.411,,
-21.257,622.411,,
-21.699,622.608,,
-21.348,622.608,,
-21.205,622.608,,
-22.059,622.608,,
-21.534,622.808,,
-22.075,622.808,,
-22.196,622.808,,
-21.912,622.808,,
-22.724,623.016,,
-22.061,623.016,,
-21.899,623.016,,
-21.868,623.016,,
-21.260,623.211,,
-22.090,623.211,,
-21.851,623.211,,
-22.017,623.211,,
-22.445,623.372,,
-21.830,623.372,,
-22.666,623.372,,
-22.507,623.372,,
-21.985,623.561,,
-22.163,623.561,,
-21.386,623.561,,
-21.961,623.561,,
-21.932,623.819,,
-21.318,623.819,,
-21.798,623.819,,
-21.043,623.819,,
-21.102,624.039,,
-20.955,624.039,,
-20.044,624.039,,
-20.378,624.039,,
-19.651,624.248,,
-19.852,624.248,,
-20.565,624.248,,
-20.060,624.248,,
-20.676,624.439,,
-20.372,624.439,,
-20.422,624.439,,
-21.184,624.439,,
-20.490,624.694,,
-20.745,624.694,,
-20.344,624.694,,
-19.865,624.694,,
-20.710,624.916,,
-20.376,624.916,,
-21.036,624.916,,
-21.281,624.916,,
-20.776,625.097,,
-21.679,625.097,,
-21.376,625.097,,
-21.734,625.097,,
-22.237,625.250,,
-21.585,625.250,,
-22.379,625.250,,
-22.193,625.250,,
-21.994,625.412,,
-22.342,625.412,,
-21.609,625.412,,
-22.358,625.412,,
-22.298,625.615,,
-21.554,625.615,,
-21.643,625.615,,
-20.629,625.615,,
-21.036,625.746,,
-21.371,625.746,,
-21.075,625.746,,
-21.936,625.746,,
-21.484,625.815,,
-21.756,625.815,,
-21.984,625.815,,
-21.057,625.815,,
-21.251,625.795,,
-20.426,625.795,,
-20.165,625.795,,
-20.809,625.795,,
-20.480,625.823,,
-21.716,625.823,,
-22.255,625.823,,
-22.468,625.823,,
-23.317,625.827,,
-22.673,625.827,,
-22.924,625.827,,
-22.578,625.827,,
-21.513,625.805,,
-21.673,625.805,,
-20.606,625.805,,
-20.275,625.805,,
-19.939,625.778,,
-18.921,625.778,,
-19.619,625.778,,
-19.417,625.778,,
-19.515,625.746,,
-19.817,625.746,,
-19.010,625.746,,
-19.856,625.746,,
-20.052,625.789,,
-20.292,625.789,,
-21.226,625.789,,
-20.557,625.789,,
-20.976,625.767,,
-20.976,625.767,,
-20.609,625.767,,
-21.418,625.767,,
-21.017,625.681,,
-21.336,625.681,,
-21.512,625.681,,
-20.915,625.681,,
-21.657,625.586,,
-21.091,625.586,,
-20.924,625.586,,
-21.250,625.586,,
-20.787,625.537,,
-21.675,625.537,,
-21.492,625.537,,
-21.252,625.537,,
-21.618,625.448,,
-20.658,625.448,,
-20.875,625.448,,
-20.494,625.448,,
-19.797,625.310,,
-20.580,625.310,,
-20.272,625.310,,
-20.732,625.310,,
-20.784,625.169,,
-20.034,625.169,,
-20.807,625.169,,
-20.563,625.169,,
-20.789,625.045,,
-21.208,625.045,,
-20.729,625.045,,
-21.609,625.045,,
-21.571,624.926,,
-21.736,624.926,,
-22.723,624.926,,
-22.372,624.926,,
-22.932,624.726,,
-22.685,624.726,,
-22.029,624.726,,
-22.281,624.726,,
-21.365,624.526,,
-21.882,624.526,,
-22.499,624.526,,
-22.247,624.526,,
-23.062,624.360,,
-22.629,624.360,,
-22.618,624.360,,
-22.781,624.360,,
-21.974,624.196,,
-22.389,624.196,,
-21.821,624.196,,
-21.534,624.196,,
-22.136,623.983,,
-21.618,623.983,,
-22.289,623.983,,
-22.139,623.983,,
-21.730,623.755,,
-22.210,623.755,,
-21.466,623.755,,
-21.716,623.755,,
-21.537,623.555,,
-20.787,623.555,,
-21.324,623.555,,
-20.951,623.555,,
-21.427,623.401,,
-21.943,623.401,,
-21.438,623.401,,
-22.156,623.401,,
-22.007,623.271,,
-22.125,623.271,,
-22.339,623.271,,
-21.234,623.271,,
-21.687,623.035,,
-21.683,623.035,,
-21.621,623.035,,
-22.319,623.035,,
-21.606,622.754,,
-21.925,622.754,,
-21.887,622.754,,
-21.277,622.754,,
-21.601,622.513,,
-20.612,622.513,,
-20.624,622.513,,
-20.661,622.513,,
-19.703,622.321,,
-20.077,622.321,,
-19.274,622.321,,
-18.752,622.321,,
-18.673,622.139,,
-17.931,622.139,,
-19.001,622.139,,
-19.463,622.139,,
-19.904,621.931,,
-21.114,621.931,,
-20.991,621.931,,
-21.639,621.931,,
-21.271,621.810,,
-20.155,621.810,,
-20.189,621.810,,
-19.341,621.810,,
-19.692,621.722,,
-19.964,621.722,,
-19.405,621.722,,
-20.247,621.722,,
-20.220,621.636,,
-20.916,621.636,,
-21.617,621.636,,
-20.942,621.636,,
-21.552,621.484,,
-21.398,621.484,,
-21.523,621.484,,
-22.226,621.484,,
-21.624,621.338,,
-22.417,621.338,,
-22.689,621.338,,
-22.626,621.338,,
-23.443,621.242,,
-22.683,621.242,,
-22.861,621.242,,
-22.653,621.242,,
-21.692,621.160,,
-22.297,621.160,,
-21.855,621.160,,
-21.844,621.160,,
-21.792,621.051,,
-20.692,621.051,,
-21.055,621.051,,
-20.405,621.051,,
-19.951,620.899,,
-20.326,620.899,,
-19.607,620.899,,
-19.939,620.899,,
-19.397,620.855,,
-18.879,620.855,,
-19.704,620.855,,
-19.605,620.855,,
-20.584,620.788,,
-21.106,620.788,,
-20.769,620.788,,
-21.341,620.788,,
-20.619,620.726,,
-20.843,620.726,,
-21.312,620.726,,
-20.759,620.726,,
-21.345,620.609,,
-20.924,620.609,,
-21.093,620.609,,
-22.012,620.609,,
-21.626,620.543,,
-22.424,620.543,,
-22.492,620.543,,
-22.628,620.543,,
-23.536,620.535,,
-22.950,620.535,,
-23.222,620.535,,
-22.886,620.535,,
-22.201,620.486,,
-22.901,620.486,,
-22.327,620.486,,
-22.189,620.486,,
-22.027,620.407,,
-21.413,620.407,,
-22.213,620.407,,
-21.750,620.407,,
-21.718,620.319,,
-21.996,620.319,,
-21.206,620.319,,
-21.835,620.319,,
-21.376,620.329,,
-20.556,620.329,,
