RAW Data export file (comma separated)


Client:	John,Sample
Session:	Dean1 
Date:	24-07-2017
Time:	12:13:50
Duration:	381	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-31.046,564.697,,
-31.564,564.697,,
-31.761,564.697,,
-32.300,564.697,,
-32.190,564.520,,
-32.419,564.520,,
-32.737,564.520,,
-32.474,564.520,,
-32.966,564.464,,
-33.045,564.464,,
-33.269,564.464,,
-33.782,564.464,,
-33.463,564.353,,
-33.733,564.353,,
-33.628,564.353,,
-33.304,564.353,,
-33.449,564.281,,
-32.928,564.281,,
-32.869,564.281,,
-32.328,564.281,,
-31.610,564.125,,
-31.719,564.125,,
-31.103,564.125,,
-30.792,564.125,,
-30.328,564.044,,
-29.127,564.044,,
-28.532,564.044,,
-27.180,564.044,,
-26.193,563.934,,
-25.999,563.934,,
-25.506,563.934,,
-25.815,563.934,,
-26.028,563.877,,
-26.442,563.877,,
-27.355,563.877,,
-27.642,563.877,,
-28.496,563.905,,
-28.878,563.905,,
-28.933,563.905,,
-29.616,563.905,,
-29.644,563.914,,
-30.251,563.914,,
-30.672,563.914,,
-30.460,563.914,,
-30.864,564.051,,
-30.659,564.051,,
-30.523,564.051,,
-30.449,564.051,,
-29.812,564.021,,
-29.904,564.021,,
-29.482,564.021,,
-29.171,564.021,,
-29.296,564.147,,
-28.761,564.147,,
-28.918,564.147,,
-28.755,564.147,,
-28.725,564.099,,
-29.441,564.099,,
-29.365,564.099,,
-29.675,564.099,,
-29.733,564.245,,
-29.255,564.245,,
-29.251,564.245,,
-28.720,564.245,,
-29.012,564.204,,
-29.382,564.204,,
-29.166,564.204,,
-29.741,564.204,,
-30.022,564.373,,
-30.829,564.373,,
-31.578,564.373,,
-31.388,564.373,,
-31.565,564.347,,
-31.043,564.347,,
-30.663,564.347,,
-31.006,564.347,,
-30.616,564.518,,
-30.807,564.518,,
-30.631,564.518,,
-30.542,564.518,,
-31.084,564.493,,
-31.035,564.493,,
-31.451,564.493,,
-31.535,564.493,,
-31.465,564.622,,
-32.217,564.622,,
-32.020,564.622,,
-32.004,564.622,,
-31.804,564.571,,
-31.037,564.571,,
-31.018,564.571,,
-30.502,564.571,,
-30.395,564.634,,
-30.743,564.634,,
-30.597,564.634,,
-31.348,564.634,,
-31.649,564.564,,
-31.704,564.564,,
-32.067,564.564,,
-31.685,564.564,,
-31.746,564.596,,
-31.383,564.596,,
-31.134,564.596,,
-31.711,564.596,,
-31.663,564.521,,
-31.832,564.521,,
-31.833,564.521,,
-31.651,564.521,,
-32.431,564.516,,
-32.371,564.516,,
-32.265,564.516,,
-32.009,564.516,,
-31.315,564.449,,
-31.494,564.449,,
-31.234,564.449,,
-31.301,564.449,,
-31.834,564.442,,
-31.516,564.442,,
-31.893,564.442,,
-31.722,564.442,,
-31.312,564.424,,
-31.490,564.424,,
-30.899,564.424,,
-30.956,564.424,,
-30.972,564.425,,
-30.666,564.425,,
-30.827,564.425,,
-30.163,564.425,,
-30.111,564.467,,
-30.330,564.467,,
-30.297,564.467,,
-31.007,564.467,,
-30.655,564.455,,
-30.267,564.455,,
-29.944,564.455,,
-28.888,564.455,,
-28.396,564.532,,
-27.838,564.532,,
-27.428,564.532,,
-27.594,564.532,,
-27.054,564.503,,
-27.124,564.503,,
-26.978,564.503,,
-26.636,564.503,,
-26.831,564.589,,
-26.470,564.589,,
-27.005,564.589,,
-27.549,564.589,,
-27.775,564.522,,
-28.767,564.522,,
-29.022,564.522,,
-29.582,564.522,,
-30.236,564.617,,
-30.121,564.617,,
-30.442,564.617,,
-29.978,564.617,,
-29.456,564.529,,
-29.307,564.529,,
-28.516,564.529,,
-28.660,564.529,,
-28.665,564.627,,
-28.892,564.627,,
-29.845,564.627,,
-29.854,564.627,,
-30.315,564.528,,
-30.244,564.528,,
-29.604,564.528,,
-29.613,564.528,,
-29.299,564.632,,
-29.444,564.632,,
-29.534,564.632,,
-29.369,564.632,,
-29.966,564.575,,
-29.888,564.575,,
-30.048,564.575,,
-30.396,564.575,,
-30.062,564.686,,
-30.626,564.686,,
-30.881,564.686,,
-31.429,564.686,,
-32.347,564.633,,
-32.393,564.633,,
-32.977,564.633,,
-33.049,564.633,,
-32.766,564.740,,
-32.806,564.740,,
-31.946,564.740,,
-32.193,564.740,,
-32.570,564.714,,
-32.526,564.714,,
-33.270,564.714,,
-33.405,564.714,,
-33.685,564.806,,
-33.714,564.806,,
-32.918,564.806,,
-32.938,564.806,,
-32.405,564.733,,
-31.960,564.733,,
-31.741,564.733,,
-30.859,564.733,,
-30.962,564.782,,
-30.647,564.782,,
-30.383,564.782,,
-30.468,564.782,,
-29.597,564.715,,
-29.270,564.715,,
-28.754,564.715,,
-28.127,564.715,,
-28.056,564.782,,
-27.400,564.782,,
-27.344,564.782,,
-27.686,564.782,,
-27.984,564.781,,
-29.121,564.781,,
-29.564,564.781,,
-30.092,564.781,,
-30.530,564.821,,
-30.323,564.821,,
-30.603,564.821,,
-30.319,564.821,,
-30.236,564.807,,
-30.506,564.807,,
-30.225,564.807,,
-30.726,564.807,,
-30.593,564.805,,
-30.482,564.805,,
-30.952,564.805,,
-30.357,564.805,,
-30.528,564.813,,
-30.727,564.813,,
-30.892,564.813,,
-31.822,564.813,,
-31.863,564.785,,
-32.263,564.785,,
-32.511,564.785,,
-31.960,564.785,,
-32.058,564.835,,
-31.590,564.835,,
-31.731,564.835,,
-32.176,564.835,,
-31.988,564.823,,
-32.475,564.823,,
-32.225,564.823,,
-31.864,564.823,,
-31.851,564.911,,
-31.148,564.911,,
-31.096,564.911,,
-30.905,564.911,,
-30.382,564.846,,
-30.061,564.846,,
-28.665,564.846,,
-27.756,564.846,,
-26.913,564.918,,
-26.170,564.918,,
-26.739,564.918,,
-26.829,564.918,,
-27.189,564.849,,
-27.374,564.849,,
-27.015,564.849,,
-27.662,564.849,,
-27.695,564.944,,
-27.912,564.944,,
-28.598,564.944,,
-28.637,564.944,,
-29.247,564.886,,
-29.191,564.886,,
-28.937,564.886,,
-28.941,564.886,,
-28.080,564.991,,
-28.384,564.991,,
-28.891,564.991,,
-29.234,564.991,,
-30.402,564.956,,
-30.795,564.956,,
-31.571,564.956,,
-32.083,564.956,,
-31.914,565.100,,
-32.341,565.100,,
-32.015,565.100,,
-31.969,565.100,,
-32.306,565.061,,
-31.954,565.061,,
-32.225,565.061,,
-31.914,565.061,,
-31.133,565.193,,
-30.756,565.193,,
-30.002,565.193,,
-30.309,565.193,,
-30.431,565.143,,
-30.187,565.143,,
-30.436,565.143,,
-29.829,565.143,,
-29.637,565.259,,
-29.252,565.259,,
-28.480,565.259,,
-28.550,565.259,,
-28.292,565.216,,
-28.510,565.216,,
-28.522,565.216,,
-28.178,565.216,,
-28.856,565.336,,
-29.186,565.336,,
-29.943,565.336,,
-31.213,565.336,,
-31.481,565.293,,
-32.147,565.293,,
-31.989,565.293,,
-31.593,565.293,,
-31.528,565.421,,
-30.512,565.421,,
-30.122,565.421,,
-29.711,565.421,,
-29.583,565.396,,
-30.392,565.396,,
-30.302,565.396,,
-30.475,565.396,,
-30.528,565.512,,
-30.233,565.512,,
-30.828,565.512,,
-30.655,565.512,,
-30.815,565.478,,
-31.056,565.478,,
-30.653,565.478,,
-30.959,565.478,,
-30.492,565.568,,
-30.088,565.568,,
-30.295,565.568,,
-29.614,565.568,,
-29.255,565.582,,
-28.815,565.582,,
