Data recorded on Mon Jul 24 12-17-50 CAT 2017
Time: 12:17:57
Time		Millis		bpm		Period		SpO2
18,6	,	55584	,	78	,	783	,	98.02641
18,6	,	56288	,	80	,	704	,	97.90442
18,6	,	57103	,	79	,	815	,	97.58308
18,7	,	57983	,	79	,	880	,	97.78438
18,8	,	58847	,	76	,	864	,	98.891106
18,9	,	59615	,	76	,	768	,	99.85329
18,10	,	60478	,	76	,	863	,	101.05506
18,11	,	61390	,	74	,	912	,	101.33727
18,12	,	62334	,	73	,	944	,	101.644455
18,13	,	63277	,	70	,	943	,	101.48467
18,13	,	64109	,	70	,	832	,	101.61857
18,14	,	64940	,	69	,	831	,	101.45941
18,15	,	65692	,	69	,	752	,	101.7769
18,16	,	66540	,	70	,	848	,	102.16001
18,17	,	67435	,	69	,	895	,	102.38231
18,18	,	68363	,	68	,	928	,	102.37904
18,19	,	69227	,	68	,	864	,	102.065254
18,19	,	70058	,	69	,	831	,	101.508446
18,20	,	70922	,	69	,	864	,	101.24964
18,21	,	71801	,	70	,	879	,	100.70245
18,22	,	72649	,	70	,	848	,	100.73393
18,23	,	73529	,	69	,	880	,	100.595856
18,24	,	74328	,	69	,	799	,	100.18895
18,25	,	75144	,	69	,	816	,	100.00968
18,25	,	76024	,	69	,	880	,	99.90465
18,26	,	76903	,	70	,	879	,	99.8478
18,27	,	77815	,	69	,	912	,	99.80473
18,28	,	78711	,	69	,	896	,	100.44861
18,29	,	79526	,	69	,	815	,	100.55992
18,30	,	80342	,	70	,	816	,	101.12273
18,31	,	81205	,	70	,	863	,	101.35767
18,31	,	82085	,	70	,	880	,	101.4829
18,32	,	82949	,	69	,	864	,	101.305046
18,33	,	83732	,	69	,	783	,	101.058075
18,34	,	84500	,	70	,	768	,	101.15273
18,35	,	85236	,	72	,	736	,	101.223366
18,35	,	86003	,	73	,	767	,	101.07558
18,36	,	86867	,	73	,	864	,	100.823074
18,37	,	87795	,	72	,	928	,	100.73834
18,38	,	88739	,	71	,	944	,	100.51944
18,39	,	89634	,	71	,	895	,	100.24717
18,40	,	90466	,	71	,	832	,	100.39289
18,41	,	91233	,	72	,	767	,	100.71348
18,41	,	92049	,	72	,	816	,	100.804825
18,42	,	92897	,	71	,	848	,	100.508575
18,43	,	93824	,	69	,	927	,	100.394165
18,44	,	94736	,	68	,	912	,	100.6272
18,45	,	95616	,	68	,	880	,	100.951645
18,46	,	96431	,	69	,	815	,	101.18468
18,47	,	97199	,	70	,	768	,	101.05209
18,47	,	98046	,	71	,	847	,	101.20824
18,48	,	98926	,	70	,	880	,	101.14882
18,49	,	99838	,	69	,	912	,	100.93707
18,50	,	100781	,	68	,	943	,	100.95606
18,51	,	101645	,	68	,	864	,	101.09714
18,52	,	102476	,	69	,	831	,	101.14716
18,53	,	103276	,	70	,	800	,	101.162254
18,54	,	104156	,	70	,	880	,	101.10715
18,54	,	105052	,	69	,	896	,	101.12757
18,55	,	105931	,	68	,	879	,	101.28681
18,56	,	106827	,	68	,	896	,	101.134315
18,57	,	107658	,	68	,	831	,	101.36433
18,58	,	108426	,	69	,	768	,	101.5711
18,59	,	109194	,	71	,	768	,	101.60248
18,59	,	109977	,	72	,	783	,	101.47513
19,0	,	110729	,	72	,	752	,	101.51237
19,1	,	111625	,	71	,	896	,	101.503944
19,2	,	112472	,	72	,	847	,	101.43988
19,3	,	113336	,	72	,	864	,	101.07654
19,4	,	114344	,	71	,	1008	,	101.01412
19,5	,	115319	,	70	,	975	,	101.09825
