RAW Data export file (comma separated)


Client:	John,Sample
Session:	Jarryd1 
Date:	24-07-2017
Time:	09:08:09
Duration:	245	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-48.324,758.778,,
-46.975,758.778,,
-45.855,758.778,,
-45.894,758.778,,
-44.792,886.073,,
-45.200,886.073,,
-45.320,886.073,,
-45.058,886.073,,
-46.296,886.141,,
-46.339,886.141,,
-47.312,886.141,,
-48.349,886.141,,
-48.460,886.180,,
-49.932,886.180,,
-50.023,886.180,,
-50.437,886.180,,
-51.312,886.141,,
-50.887,886.141,,
-51.809,886.141,,
-51.792,886.141,,
-51.628,886.230,,
-52.294,886.230,,
-51.474,886.230,,
-52.027,886.230,,
-52.179,886.318,,
-51.893,886.318,,
-52.960,886.318,,
-52.697,886.318,,
-53.317,886.278,,
-53.779,886.278,,
-53.268,886.278,,
-54.222,886.278,,
-54.028,886.284,,
-54.317,886.284,,
-54.921,886.284,,
-54.183,886.284,,
-54.781,886.422,,
-54.383,886.422,,
-53.937,886.422,,
-54.462,886.422,,
-53.747,886.481,,
-54.414,886.481,,
-54.508,886.481,,
-54.031,886.481,,
-54.618,886.603,,
-53.673,886.603,,
-53.686,886.603,,
-53.766,886.603,,
-53.036,886.751,,
-53.884,886.751,,
-53.543,886.751,,
-53.754,886.751,,
-54.363,886.897,,
-53.720,886.897,,
-54.525,886.897,,
-54.414,886.897,,
-54.249,887.009,,
-54.886,887.009,,
-54.153,887.009,,
-54.659,887.009,,
-54.506,887.232,,
-53.857,887.232,,
-54.562,887.232,,
-54.024,887.232,,
-54.537,887.413,,
-54.945,887.413,,
-54.363,887.413,,
-55.155,887.413,,
-54.677,887.552,,
-54.680,887.552,,
-55.070,887.552,,
-54.293,887.552,,
-55.008,887.803,,
-54.772,887.803,,
-54.549,887.803,,
-55.149,887.803,,
-54.274,888.140,,
-54.771,888.140,,
-54.672,888.140,,
-54.072,888.140,,
-54.758,888.610,,
-54.066,888.610,,
-54.353,888.610,,
-54.520,888.610,,
-53.756,889.149,,
-54.504,889.149,,
-54.042,889.149,,
-54.073,889.149,,
-54.520,889.664,,
-53.802,889.664,,
-54.534,889.664,,
-54.195,889.664,,
-53.874,890.165,,
-54.518,890.165,,
-53.832,890.165,,
-54.387,890.165,,
-54.352,890.881,,
-53.838,890.881,,
-54.583,890.881,,
-53.915,890.881,,
-54.352,891.733,,
-54.720,891.733,,
-54.198,891.733,,
-55.069,891.733,,
-54.631,892.514,,
-54.669,892.514,,
-55.100,892.514,,
-54.269,892.514,,
-54.960,892.842,,
-54.688,892.842,,
-54.446,892.842,,
-55.059,892.842,,
-54.108,892.992,,
-54.321,892.992,,
-53.715,892.992,,
-52.340,892.992,,
-52.017,893.358,,
-50.187,893.358,,
-49.195,893.358,,
-48.038,893.358,,
-46.030,893.923,,
-45.711,893.923,,
-44.341,893.923,,
-43.841,893.923,,
-44.086,894.756,,
-43.448,894.756,,
-44.498,894.756,,
-44.795,894.756,,
-45.366,895.787,,
-46.769,895.787,,
-46.717,895.787,,
-48.015,895.787,,
-48.654,896.880,,
-48.821,896.880,,
-50.114,896.880,,
-49.952,896.880,,
-50.713,898.164,,
-51.249,898.164,,
-50.877,898.164,,
-51.932,898.164,,
-51.732,899.728,,
-52.041,899.728,,
-52.582,899.728,,
-51.912,899.728,,
-52.704,901.000,,
-52.482,901.000,,
-52.380,901.000,,
-53.214,901.000,,
-52.697,902.268,,
-53.412,902.268,,
-53.470,902.268,,
-53.053,902.268,,
-53.848,903.701,,
-53.234,903.701,,
-53.646,903.701,,
-53.959,903.701,,
-53.433,905.257,,
-54.336,905.257,,
-53.812,905.257,,
-53.824,905.257,,
-54.127,907.224,,
-53.239,907.224,,
-53.894,907.224,,
-53.595,907.224,,
-53.386,909.177,,
-53.909,909.177,,
-53.090,909.177,,
-53.606,909.177,,
-53.557,910.976,,
-53.204,910.976,,
-54.041,910.976,,
-53.538,910.976,,
-54.075,912.664,,
-54.343,912.664,,
-53.716,912.664,,
-54.496,912.664,,
-54.005,914.364,,
-54.214,914.364,,
-54.770,914.364,,
-54.080,914.364,,
-54.886,915.930,,
-54.660,915.930,,
-54.557,915.930,,
-55.146,915.930,,
-54.477,917.370,,
-55.141,917.370,,
-55.111,917.370,,
-54.643,917.370,,
-55.232,918.833,,
-54.349,918.833,,
-54.591,918.833,,
-54.665,918.833,,
-54.000,920.311,,
-54.754,920.311,,
-54.197,920.311,,
-54.284,920.311,,
-54.653,921.868,,
-53.811,921.868,,
-54.441,921.868,,
-54.017,921.868,,
-53.792,923.517,,
-54.386,923.517,,
-53.702,923.517,,
-54.383,923.517,,
-54.247,924.835,,
-53.690,924.835,,
-54.320,924.835,,
-53.540,924.835,,
-53.898,926.107,,
-54.136,926.107,,
-53.484,926.107,,
-54.233,926.107,,
-53.602,927.569,,
-53.651,927.569,,
-54.118,927.569,,
-53.442,927.569,,
-54.401,929.079,,
-54.266,929.079,,
-54.172,929.079,,
-54.793,929.079,,
-53.847,930.532,,
-54.283,930.532,,
-54.162,930.532,,
-53.694,930.532,,
-54.453,931.555,,
-53.796,931.555,,
-54.185,931.555,,
-54.360,931.555,,
-53.679,932.351,,
-54.525,932.351,,
-54.065,932.351,,
-54.139,932.351,,
-54.409,933.436,,
-53.306,933.436,,
-53.512,933.436,,
-52.331,933.436,,
-51.040,934.606,,
-50.379,934.606,,
-48.315,934.606,,
-47.601,934.606,,
-46.275,935.954,,
-44.801,935.954,,
-44.760,935.954,,
-43.609,935.954,,
-43.887,937.386,,
-44.257,937.386,,
-44.121,937.386,,
-45.442,937.386,,
-45.515,938.360,,
-46.255,938.360,,
-47.355,938.360,,
-47.270,938.360,,
-48.779,939.406,,
-49.276,939.406,,
-49.859,939.406,,
-51.101,939.406,,
-50.806,940.429,,
-51.810,940.429,,
-51.943,940.429,,
-51.626,940.429,,
-52.526,941.350,,
-52.115,941.350,,
-52.751,941.350,,
-53.087,941.350,,
-52.586,941.968,,
-53.492,941.968,,
-53.130,941.968,,
-53.491,941.968,,
-54.163,942.400,,
-53.662,942.400,,
-54.477,942.400,,
-54.021,942.400,,
-53.692,942.521,,
-54.111,942.521,,
-53.109,942.521,,
-53.554,942.521,,
-53.295,942.449,,
-52.786,942.449,,
-53.390,942.449,,
-52.455,942.449,,
-52.709,942.007,,
-52.728,942.007,,
-52.066,942.007,,
-53.005,942.007,,
-52.571,941.240,,
-52.793,941.240,,
-53.237,941.240,,
-52.443,941.240,,
-53.169,940.438,,
-52.850,940.438,,
-52.808,940.438,,
-53.470,940.438,,
-52.774,939.610,,
-53.512,939.610,,
-53.478,939.610,,
-53.113,939.610,,
-53.876,938.681,,
-53.188,938.681,,
-53.608,938.681,,
-53.681,938.681,,
-53.066,937.789,,
-53.849,937.789,,
-53.190,937.789,,
-53.299,937.789,,
-53.725,936.978,,
-53.091,936.978,,
-53.921,936.978,,
-53.582,936.978,,
-53.428,936.080,,
-53.989,936.080,,
-53.100,936.080,,
-53.665,936.080,,
-53.562,935.300,,
-53.186,935.300,,
-53.914,935.300,,
-53.187,935.300,,
-53.602,934.425,,
-53.728,934.425,,
-53.090,934.425,,
-53.970,934.425,,
-53.479,933.457,,
-53.594,933.457,,
-53.904,933.457,,
-53.096,933.457,,
-53.890,932.615,,
-53.555,932.615,,
-53.465,932.615,,
-54.141,932.615,,
-53.409,931.813,,
-54.019,931.813,,
