Data recorded on Fri Jun 23 15:47:54 CAT 2017
Time: 15:48:0
Time		Millis		IR PPG		Red PPG		Filtered		SSF
48,4	,	25092	,	-33659	,	-30732	,	-13.127883	,	0
48,4	,	25124	,	-33659	,	-30739	,	-14.532459	,	0
48,4	,	25140	,	-33675	,	-30756	,	-14.447052	,	0
48,4	,	25156	,	-33667	,	-30727	,	-12.543585	,	0
48,4	,	25188	,	-33665	,	-30739	,	-9.200869	,	1
48,4	,	25204	,	-33652	,	-30736	,	-4.9974766	,	4
48,4	,	25220	,	-33657	,	-30737	,	-0.4287758	,	8
48,4	,	25252	,	-33674	,	-30732	,	3.918713	,	12
48,4	,	25268	,	-33662	,	-30739	,	7.3311787	,	16
48,4	,	25284	,	-33664	,	-30730	,	9.37446		,	19
48,4	,	25316	,	-33661	,	-30741	,	10.090024	,	21
48,4	,	25332	,	-33667	,	-30734	,	9.733452	,	21
48,4	,	25364	,	-33662	,	-30735	,	8.583582	,	21
48,4	,	25381	,	-33663	,	-30754	,	6.94334		,	20
48,4	,	25396	,	-33657	,	-30725	,	5.1481805	,	17
48,4	,	25428	,	-33658	,	-30730	,	3.5181303	,	13
48,4	,	25444	,	-33657	,	-30736	,	2.2685473	,	9
48,4	,	25460	,	-33662	,	-30735	,	1.4411068	,	5
48,4	,	25492	,	-33667	,	-30740	,	0.9055985	,	2
48,4	,	25508	,	-33652	,	-30739	,	0.5168879	,	0
48,4	,	25540	,	-33657	,	-30744	,	0.3045265	,	0
48,4	,	25556	,	-33661	,	-30742	,	0.33464494	,	0
48,4	,	25572	,	-33669	,	-30740	,	0.46497285	,	0
48,4	,	25604	,	-33653	,	-30735	,	0.4965747	,	0
48,4	,	25620	,	-33667	,	-30757	,	0.41417864	,	0
48,4	,	25636	,	-33658	,	-30734	,	0.27730632	,	0
48,4	,	25668	,	-33681	,	-30748	,	0.019049495	,	0
48,4	,	25684	,	-33662	,	-30747	,	-0.50773776	,	0
48,4	,	25700	,	-33677	,	-30744	,	-1.3132567	,	0
48,4	,	25732	,	-33667	,	-30742	,	-2.2455473	,	0
48,4	,	25748	,	-33673	,	-30750	,	-3.1268754	,	0
48,4	,	25780	,	-33680	,	-30749	,	-3.850401	,	0
48,4	,	25796	,	-33695	,	-30746	,	-4.5243325	,	0
48,4	,	25812	,	-33683	,	-30750	,	-5.372873	,	0
48,4	,	25844	,	-33687	,	-30749	,	-6.3804064	,	0
48,4	,	25860	,	-33686	,	-30765	,	-7.2870836	,	0
48,4	,	25876	,	-33687	,	-30738	,	-7.863735	,	0
48,4	,	25908	,	-33673	,	-30754	,	-7.9449005	,	0
48,4	,	25924	,	-33689	,	-30754	,	-7.4110956	,	0
48,4	,	25956	,	-33684	,	-30753	,	-6.3610687	,	0
48,4	,	25972	,	-33698	,	-30741	,	-5.1312885	,	1
48,4	,	25988	,	-33713	,	-30747	,	-4.197747	,	2
48,4	,	26020	,	-33701	,	-30748	,	-3.9933443	,	2
48,4	,	26036	,	-33708	,	-30751	,	-4.559683	,	2
48,4	,	26052	,	-33692	,	-30752	,	-5.5077367	,	2
48,4	,	26084	,	-33678	,	-30760	,	-6.215814	,	2
48,4	,	26100	,	-33680	,	-30767	,	-6.0568132	,	2
48,5	,	26116	,	-33658	,	-30743	,	-4.678853	,	2
48,5	,	26148	,	-33677	,	-30752	,	-2.1134653	,	3
48,5	,	26164	,	-33651	,	-30744	,	1.2660236	,	4
48,5	,	26196	,	-33644	,	-30738	,	5.0531635	,	6
48,5	,	26212	,	-33655	,	-30744	,	8.957843	,	9
48,5	,	26228	,	-33653	,	-30737	,	12.508644	,	12
48,5	,	26260	,	-33648	,	-30733	,	15.15154	,	15
48,5	,	26276	,	-33635	,	-30740	,	16.689955	,	17
48,5	,	26292	,	-33639	,	-30725	,	17.3103		,	18
48,5	,	26324	,	-33626	,	-30740	,	17.304138	,	18
48,5	,	26340	,	-33627	,	-30741	,	16.935532	,	17
48,5	,	26371	,	-33633	,	-30723	,	16.354362	,	15
48,5	,	26388	,	-33625	,	-30726	,	15.52971	,	12
48,5	,	26404	,	-33618	,	-30735	,	14.465004	,	9
48,5	,	26436	,	-33618	,	-30729	,	13.330868	,	6
48,5	,	26451	,	-33620	,	-30726	,	12.258116	,	3
48,5	,	26468	,	-33620	,	-30726	,	11.209112	,	1
48,5	,	26500	,	-33621	,	-30723	,	10.082413	,	0
48,5	,	26515	,	-33614	,	-30720	,	8.849227	,	0
48,5	,	26532	,	-33619	,	-30724	,	7.580921	,	0
48,5	,	26563	,	-33610	,	-30720	,	6.3847427	,	0
48,5	,	26580	,	-33615	,	-30733	,	5.362372	,	0
48,5	,	26612	,	-33635	,	-30714	,	4.458455	,	0
48,5	,	26628	,	-33627	,	-30726	,	3.379574	,	0
48,5	,	26644	,	-33646	,	-30727	,	1.8550475	,	0
48,5	,	26676	,	-33635	,	-30729	,	-0.16564703	,	0
48,5	,	26692	,	-33616	,	-30726	,	-2.3720732	,	0
48,5	,	26708	,	-33630	,	-30729	,	-4.1404405	,	0
48,5	,	26739	,	-33625	,	-30728	,	-5.0656676	,	0
48,5	,	26755	,	-33640	,	-30727	,	-5.24153	,	0
48,5	,	26788	,	-33631	,	-30726	,	-5.007295	,	0
48,5	,	26804	,	-33630	,	-30721	,	-4.6092434	,	0
48,5	,	26820	,	-33639	,	-30739	,	-4.1318526	,	0
48,5	,	26852	,	-33652	,	-30723	,	-3.7471218	,	0
48,5	,	26868	,	-33644	,	-30724	,	-3.7285209	,	0
48,5	,	26883	,	-33667	,	-30725	,	-4.235146	,	0
48,5	,	26915	,	-33647	,	-30735	,	-5.2604055	,	0
48,5	,	26932	,	-33668	,	-30731	,	-6.621394	,	0
48,5	,	26947	,	-33664	,	-30727	,	-8.087241	,	0
48,5	,	26980	,	-33658	,	-30731	,	-9.459732	,	0
48,5	,	26995	,	-33648	,	-30727	,	-10.391809	,	0
48,5	,	27028	,	-33665	,	-30739	,	-10.536391	,	0
48,5	,	27044	,	-33663	,	-30728	,	-9.928852	,	0
48,5	,	27060	,	-33664	,	-30747	,	-8.891778	,	0
48,5	,	27092	,	-33659	,	-30729	,	-7.6744456	,	1
48,6	,	27107	,	-33647	,	-30721	,	-6.304931	,	2
48,6	,	27123	,	-33640	,	-30726	,	-4.6135483	,	3
48,6	,	27155	,	-33635	,	-30711	,	-2.4046063	,	4
48,6	,	27171	,	-33622	,	-30711	,	0.37523246	,	6
48,6	,	27204	,	-33619	,	-30717	,	3.6520362	,	8
48,6	,	27220	,	-33610	,	-30718	,	7.24871	,	11
48,6	,	27236	,	-33621	,	-30703	,	10.825707	,	14
48,6	,	27267	,	-33620	,	-30703	,	13.853138	,	17
48,6	,	27284	,	-33601	,	-30711	,	15.895943	,	19
48,6	,	27300	,	-33596	,	-30721	,	16.997286	,	20
