Data recorded on Tue Jul 25 10-32-48 CAT 2017
Time: 10:32:57
Time		Millis		bpm		Period		SpO2
33,6	,	25546	,	61	,	928	,	99.80196
33,6	,	26521	,	60	,	975	,	99.95845
33,7	,	27497	,	60	,	976	,	100.4162
33,8	,	28377	,	60	,	880	,	100.28906
33,9	,	29193	,	61	,	816	,	99.65571
33,10	,	30056	,	61	,	863	,	99.96895
33,11	,	30968	,	65	,	912	,	101.46957
33,12	,	31927	,	64	,	959	,	101.59484
33,13	,	32823	,	65	,	896	,	101.698135
33,14	,	33734	,	65	,	911	,	101.57099
33,15	,	34710	,	65	,	976	,	101.78446
33,16	,	35734	,	65	,	1024	,	101.69947
33,16	,	36693	,	65	,	959	,	101.798355
33,17	,	37589	,	65	,	896	,	101.85588
33,18	,	38453	,	64	,	864	,	102.36523
33,19	,	39508	,	63	,	1055	,	102.5034
33,20	,	40468	,	63	,	960	,	102.28885
33,21	,	41379	,	63	,	911	,	102.37074
33,22	,	42243	,	63	,	864	,	102.63085
33,23	,	43251	,	63	,	1008	,	102.51541
33,24	,	44258	,	62	,	1007	,	101.97754
33,25	,	45266	,	62	,	1008	,	102.05643
33,26	,	46209	,	63	,	943	,	102.11312
33,27	,	47185	,	62	,	976	,	101.525116
33,28	,	48210	,	61	,	1025	,	101.500854
33,29	,	49201	,	61	,	991	,	101.45004
33,30	,	50304	,	61	,	1103	,	101.33041
33,31	,	51056	,	62	,	752	,	100.30196
33,32	,	51935	,	61	,	879	,	99.04045
33,33	,	52831	,	62	,	896	,	98.67349
33,33	,	53695	,	63	,	864	,	99.2482
33,34	,	54526	,	64	,	831	,	98.529495
33,35	,	55438	,	65	,	912	,	98.48389
33,36	,	56414	,	65	,	976	,	98.607544
33,37	,	57069	,	67	,	655	,	98.7816
33,38	,	58285	,	66	,	1216	,	98.4426
33,39	,	59052	,	68	,	767	,	98.56575
33,40	,	59916	,	67	,	864	,	99.293076
33,41	,	60828	,	67	,	912	,	100.22052
33,42	,	61755	,	67	,	927	,	100.37252
33,42	,	62587	,	67	,	832	,	100.105446
33,43	,	63387	,	67	,	800	,	101.09569
33,44	,	64154	,	68	,	767	,	101.00517
33,45	,	64906	,	70	,	752	,	101.73151
33,46	,	65961	,	67	,	1055	,	101.1302
33,47	,	66825	,	70	,	864	,	101.01578
33,47	,	67481	,	71	,	656	,	100.318726
33,48	,	68601	,	69	,	1120	,	100.24012
33,49	,	69496	,	69	,	895	,	100.32724
33,50	,	70312	,	70	,	816	,	99.86996
33,51	,	71207	,	69	,	895	,	99.769875
33,52	,	72215	,	68	,	1008	,	99.310005
33,53	,	73159	,	66	,	944	,	98.40139
33,54	,	74006	,	65	,	847	,	98.101395
33,55	,	74934	,	66	,	928	,	98.51813
33,56	,	75846	,	66	,	912	,	98.89508
33,57	,	76789	,	64	,	943	,	99.70533
33,57	,	77653	,	66	,	864	,	100.26718
33,58	,	78564	,	66	,	911	,	100.41635
33,59	,	79524	,	65	,	960	,	101.31787
34,0	,	80468	,	64	,	944	,	101.6382
34,1	,	81363	,	65	,	895	,	101.87912
34,2	,	82275	,	65	,	912	,	102.623604
34,3	,	83170	,	65	,	895	,	102.705124
34,4	,	83826	,	67	,	656	,	102.69782
34,5	,	85074	,	65	,	1248	,	102.93197
