Data recorded on Mon Jul 24 09-46-02 CAT 2017
Time: 9:46:9
Time		Millis		objTemp		dieTemp		sensorVoltage
46,18	,	98023	,	36.34	,	33.06	,	17.0		,	37.65
46,21	,	102037	,	36.33	,	33.09	,	14.0
46,25	,	106051	,	36.42	,	33.16	,	16.0
46,29	,	110066	,	36.46	,	33.19	,	17.0
46,33	,	114080	,	36.51	,	33.25	,	16.0
46,37	,	118094	,	36.49	,	33.28	,	12.0
46,41	,	122109	,	36.49	,	33.31	,	10.0
46,45	,	126123	,	36.73	,	33.38	,	23.0
46,49	,	130137	,	36.67	,	33.44	,	14.0
46,53	,	134152	,	36.67	,	33.44	,	14.0
46,57	,	138166	,	36.73	,	33.47	,	16.0
47,1	,	142180	,	36.91	,	33.5	,	27.0
47,5	,	146195	,	36.76	,	33.5	,	16.0
47,9	,	150209	,	36.75	,	33.53	,	13.0
47,14	,	154223	,	36.71	,	33.53	,	10.0
