Data recorded on Mon Jul 24 11-59-52 CAT 2017
Time: 12:0:10
Time		Millis		bpm		Period		SpO2
0,19	,	46616	,	64	,	1008	,	99.7887
0,19	,	47527	,	64	,	911	,	100.484344
0,20	,	48439	,	64	,	912	,	100.730896
0,21	,	49447	,	64	,	1008	,	100.94202
0,22	,	50390	,	63	,	943	,	100.83124
0,23	,	51382	,	63	,	992	,	101.290474
0,24	,	52389	,	62	,	1007	,	101.028854
0,25	,	53365	,	62	,	976	,	100.816696
0,26	,	54357	,	62	,	992	,	101.51412
0,27	,	55332	,	61	,	975	,	100.93906
0,28	,	56324	,	61	,	992	,	101.3261
0,29	,	57331	,	61	,	1007	,	101.30046
0,30	,	58339	,	60	,	1008	,	101.14907
0,31	,	59395	,	60	,	1056	,	101.22427
0,32	,	60402	,	59	,	1007	,	101.61421
0,33	,	61426	,	59	,	1024	,	101.50657
0,34	,	62450	,	59	,	1024	,	101.263435
0,35	,	63505	,	59	,	1055	,	101.15377
0,36	,	64529	,	58	,	1024	,	100.91609
0,37	,	65568	,	58	,	1039	,	101.193954
0,38	,	66576	,	58	,	1008	,	100.93779
0,39	,	67599	,	58	,	1023	,	100.80256
0,40	,	68655	,	58	,	1056	,	101.156044
0,41	,	69631	,	58	,	976	,	101.14725
0,42	,	70734	,	58	,	1103	,	100.79935
0,43	,	71757	,	58	,	1023	,	100.982796
0,45	,	72813	,	57	,	1056	,	101.17873
0,46	,	73837	,	58	,	1024	,	101.12321
0,47	,	74876	,	58	,	1039	,	101.04484
0,48	,	75804	,	58	,	928	,	101.21915
0,49	,	76812	,	58	,	1008	,	101.03141
0,50	,	77851	,	58	,	1039	,	101.066376
0,51	,	78859	,	58	,	1008	,	100.75468
0,52	,	79867	,	58	,	1008	,	100.78843
0,53	,	80842	,	59	,	975	,	100.98343
0,54	,	81818	,	59	,	976	,	100.844086
0,55	,	82825	,	59	,	1007	,	100.79326
0,56	,	83801	,	60	,	976	,	100.56717
0,56	,	84761	,	60	,	960	,	100.53308
0,57	,	85736	,	60	,	975	,	99.977356
0,58	,	86696	,	60	,	960	,	100.31303
0,59	,	87607	,	61	,	911	,	100.43229
1,0	,	88583	,	61	,	976	,	100.00129
1,1	,	89543	,	62	,	960	,	99.82304
1,2	,	90454	,	62	,	911	,	99.9721
1,3	,	91398	,	62	,	944	,	99.43666
1,4	,	92358	,	62	,	960	,	99.630356
1,5	,	93349	,	62	,	991	,	98.61168
1,6	,	94229	,	63	,	880	,	97.4402
1,7	,	95108	,	64	,	879	,	97.41397
1,8	,	96004	,	64	,	896	,	97.08106
1,9	,	96915	,	64	,	911	,	95.89339
1,10	,	97875	,	64	,	960	,	96.024796
1,11	,	98899	,	64	,	1024	,	96.121185
1,12	,	99858	,	63	,	959	,	95.92356
1,13	,	100834	,	63	,	976	,	96.59331
1,14	,	101826	,	63	,	992	,	96.3922
1,15	,	102817	,	63	,	991	,	97.77307
1,15	,	103793	,	62	,	976	,	98.68002
1,17	,	104816	,	61	,	1023	,	99.30772
1,18	,	105856	,	60	,	1040	,	99.6605
