-32.207,633.966,,
-32.207,633.966,,
-32.431,633.966,,
-32.974,633.966,,
-33.637,633.816,,
-34.402,633.816,,
-35.168,633.816,,
-35.699,633.816,,
-36.290,633.781,,
-36.966,633.781,,
-37.465,633.781,,
-37.949,633.781,,
-38.358,633.618,,
-38.800,633.618,,
-39.411,633.618,,
-40.097,633.618,,
-40.919,633.405,,
-41.597,633.405,,
-42.127,633.405,,
-42.645,633.405,,
-43.068,633.398,,
-43.405,633.398,,
-43.559,633.398,,
-43.645,633.398,,
-43.782,633.300,,
-43.696,633.300,,
-43.463,633.300,,
-43.208,633.300,,
-42.892,633.206,,
-42.581,633.206,,
-42.177,633.206,,
-41.831,633.206,,
-41.532,633.117,,
-41.233,633.117,,
-41.218,633.117,,
-41.328,633.117,,
-41.512,632.918,,
-41.782,632.918,,
-41.965,632.918,,
-42.068,632.918,,
-42.159,632.867,,
-42.339,632.867,,
-42.612,632.867,,
-42.653,632.867,,
-42.684,632.765,,
-42.775,632.765,,
-42.883,632.765,,
-43.120,632.765,,
-43.290,632.642,,
-43.429,632.642,,
-43.567,632.642,,
-43.620,632.642,,
-43.773,632.651,,
-43.962,632.651,,
-44.119,632.651,,
-44.277,632.651,,
-44.235,632.559,,
-44.105,632.559,,
-43.901,632.559,,
-43.744,632.559,,
-43.810,632.490,,
-43.833,632.490,,
-43.941,632.490,,
-44.096,632.490,,
-44.048,632.445,,
-44.027,632.445,,
-44.000,632.445,,
-44.056,632.445,,
-44.146,632.222,,
-44.120,632.222,,
-44.043,632.222,,
-43.827,632.222,,
-43.537,632.171,,
-43.406,632.171,,
-43.250,632.171,,
-43.111,632.171,,
-43.018,632.179,,
-42.959,632.179,,
-43.081,632.179,,
-43.302,632.179,,
-43.608,632.097,,
-43.832,632.097,,
-43.843,632.097,,
-43.872,632.097,,
-43.929,632.000,,
-44.017,632.000,,
-44.061,632.000,,
-44.040,632.000,,
-44.064,631.696,,
-43.996,631.696,,
-43.805,631.696,,
-43.759,631.696,,
-43.737,631.493,,
-43.696,631.493,,
-43.524,631.493,,
-43.109,631.493,,
-42.409,631.390,,
-41.298,631.390,,
-40.045,631.390,,
-38.707,631.390,,
-37.243,631.190,,
-35.859,631.190,,
-34.509,631.190,,
-33.338,631.190,,
-32.484,631.150,,
-32.033,631.150,,
-31.990,631.150,,
-32.048,631.150,,
-32.185,631.067,,
-32.414,631.067,,
-32.681,631.067,,
-33.204,631.067,,
-33.909,631.060,,
-34.642,631.060,,
-35.367,631.060,,
-35.883,631.060,,
-36.396,631.173,,
-37.012,631.173,,
-37.573,631.173,,
-38.241,631.173,,
-38.875,631.061,,
-39.492,631.061,,
-40.089,631.061,,
-40.663,631.061,,
-41.371,631.044,,
-41.999,631.044,,
-42.485,631.044,,
-42.999,631.044,,
-43.320,631.113,,
-43.453,631.113,,
-43.635,631.113,,
-43.774,631.113,,
-43.841,631.064,,
-43.685,631.064,,
-43.471,631.064,,
-43.195,631.064,,
-42.809,631.119,,
-42.636,631.119,,
-42.512,631.119,,
-42.305,631.119,,
-42.071,631.074,,
-41.790,631.074,,
-41.648,631.074,,
-41.572,631.074,,
-41.602,631.006,,
-41.829,631.006,,
-41.977,631.006,,
-42.065,631.006,,
-42.198,631.089,,
-42.473,631.089,,
-42.937,631.089,,
-43.293,631.089,,
-43.628,631.077,,
-43.929,631.077,,
-43.996,631.077,,
-44.127,631.077,,
-44.350,631.140,,
