Data recorded on Wed Jul 26 14-39-40 CAT 2017
Time: 14:39:47
Time		Millis		bpm		Period		SpO2
39,56	,	84572	,	73	,	831	,	101.86718
39,56	,	85452	,	72	,	880	,	101.9754
39,56	,	86284	,	72	,	832	,	101.98198
39,57	,	87067	,	73	,	783	,	102.07559
39,58	,	87883	,	73	,	816	,	102.02052
39,59	,	88682	,	73	,	799	,	101.991875
40,0	,	89562	,	72	,	880	,	101.94199
40,1	,	90394	,	72	,	832	,	101.82815
40,1	,	91178	,	72	,	784	,	101.6252
40,2	,	92009	,	72	,	831	,	101.59838
40,3	,	92889	,	72	,	880	,	101.489395
40,4	,	93721	,	72	,	832	,	101.44213
40,5	,	94536	,	72	,	815	,	101.37383
40,6	,	95368	,	72	,	832	,	101.22175
40,6	,	96216	,	72	,	848	,	101.233345
40,7	,	97048	,	71	,	832	,	101.309105
40,8	,	97815	,	72	,	767	,	101.2383
40,9	,	98583	,	73	,	768	,	101.269775
40,10	,	99415	,	72	,	832	,	101.5457
40,10	,	100279	,	72	,	864	,	101.558876
40,11	,	101078	,	73	,	799	,	101.54626
40,12	,	101878	,	73	,	800	,	101.43122
40,13	,	102678	,	73	,	800	,	101.461395
40,14	,	103557	,	73	,	879	,	101.50717
40,15	,	104453	,	72	,	896	,	101.52075
40,15	,	105284	,	72	,	831	,	101.651634
40,16	,	106068	,	72	,	784	,	101.88579
40,17	,	106884	,	72	,	816	,	101.94875
40,18	,	107764	,	71	,	880	,	101.64256
40,19	,	108595	,	72	,	831	,	101.70501
40,20	,	109363	,	72	,	768	,	101.77213
40,20	,	110147	,	72	,	784	,	101.82921
40,21	,	110978	,	72	,	831	,	102.02391
40,22	,	111858	,	72	,	880	,	102.1182
40,23	,	112690	,	72	,	832	,	102.20863
40,24	,	113474	,	73	,	784	,	102.01819
40,25	,	114321	,	72	,	847	,	101.874405
40,25	,	115169	,	72	,	848	,	101.88256
40,26	,	116017	,	72	,	848	,	102.17339
40,27	,	116800	,	73	,	783	,	102.18638
40,28	,	117584	,	72	,	784	,	102.266884
40,29	,	118416	,	72	,	832	,	102.47247
40,30	,	119327	,	71	,	911	,	102.34486
40,30	,	120191	,	72	,	864	,	102.2707
40,31	,	120991	,	72	,	800	,	102.34292
40,32	,	121790	,	72	,	799	,	102.39228
40,33	,	122654	,	72	,	864	,	102.33459
40,34	,	123486	,	72	,	832	,	102.48882
40,34	,	124269	,	72	,	783	,	102.12322
40,35	,	125101	,	72	,	832	,	101.88398
40,36	,	125981	,	71	,	880	,	101.86341
40,37	,	126828	,	71	,	847	,	101.64239
40,38	,	127596	,	72	,	768	,	101.5941
40,39	,	128428	,	72	,	832	,	101.66658
40,39	,	129291	,	72	,	863	,	101.64315
40,40	,	130155	,	71	,	864	,	101.74976
40,41	,	130987	,	72	,	832	,	101.75655
40,42	,	131818	,	72	,	831	,	101.741554
40,43	,	132682	,	71	,	864	,	102.111984
40,44	,	133514	,	71	,	832	,	102.19266
40,45	,	134313	,	72	,	799	,	102.219734
40,45	,	135081	,	72	,	768	,	102.454956
40,46	,	135913	,	72	,	832	,	102.454704
40,47	,	136745	,	72	,	832	,	102.35742
40,48	,	137513	,	72	,	768	,	102.22981
40,48	,	138280	,	73	,	767	,	102.1743
40,49	,	139096	,	74	,	816	,	102.137726
40,50	,	139976	,	73	,	880	,	102.10734
40,51	,	140840	,	73	,	864	,	102.08639
40,52	,	141655	,	73	,	815	,	102.1324
40,53	,	142503	,	73	,	848	,	102.103645
40,54	,	143366	,	72	,	863	,	102.00269
40,54	,	144182	,	72	,	816	,	102.06958
40,55	,	144934	,	73	,	752	,	102.040886
