RAW Data export file (comma separated)


Client:	John,Sample
Session:	Allan1 
Date:	26-07-2017
Time:	14:36:46
Duration:	317	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-32.675,728.216,,
-32.695,728.423,,
-32.747,728.423,,
-33.030,728.423,,
-33.565,728.423,,
-34.343,728.716,,
-34.958,728.716,,
-35.299,728.716,,
-35.623,728.716,,
-35.912,728.927,,
-35.956,728.927,,
-35.826,728.927,,
-35.724,728.927,,
-35.685,729.281,,
-35.866,729.281,,
-36.036,729.281,,
-35.901,729.281,,
-35.442,729.549,,
-34.957,729.549,,
-34.274,729.549,,
-33.678,729.549,,
-33.282,729.998,,
-33.042,729.998,,
-33.139,729.998,,
-33.449,729.998,,
-33.923,730.424,,
-34.454,730.424,,
-34.838,730.424,,
-35.021,730.424,,
-34.971,730.896,,
-34.970,730.896,,
-35.492,730.896,,
-36.020,730.896,,
-36.513,731.435,,
-37.101,731.435,,
-37.691,731.435,,
-38.231,731.435,,
-38.573,731.871,,
-38.629,731.871,,
-38.406,731.871,,
-38.026,731.871,,
-37.857,732.474,,
-37.749,732.474,,
-37.895,732.474,,
-38.188,732.474,,
-38.416,732.911,,
-38.672,732.911,,
-38.812,732.911,,
-38.981,732.911,,
-39.127,733.483,,
-38.944,733.483,,
-38.866,733.483,,
-38.899,733.483,,
-39.005,733.965,,
-39.053,733.965,,
-39.127,733.965,,
-39.280,733.965,,
-39.671,734.205,,
-40.047,734.205,,
-40.045,734.205,,
-39.851,734.205,,
-39.730,734.393,,
-39.535,734.393,,
-39.361,734.393,,
-39.172,734.393,,
-38.901,734.566,,
-38.568,734.566,,
-38.284,734.566,,
-37.766,734.566,,
-37.153,734.877,,
-36.446,734.877,,
-35.896,734.877,,
-35.923,734.877,,
-36.355,735.306,,
-37.003,735.306,,
-37.620,735.306,,
-38.028,735.306,,
-38.013,735.874,,
-37.521,735.874,,
-36.736,735.874,,
-35.935,735.874,,
-34.826,736.284,,
-33.345,736.284,,
-31.654,736.284,,
-29.917,736.284,,
-28.080,736.616,,
-26.195,736.616,,
-24.287,736.616,,
-22.471,736.616,,
-20.978,737.089,,
-20.094,737.089,,
-19.632,737.089,,
-19.588,737.089,,
-19.872,737.521,,
-20.413,737.521,,
-20.849,737.521,,
-21.065,737.521,,
-21.144,738.173,,
-21.642,738.173,,
-22.857,738.173,,
-24.587,738.173,,
-26.190,738.768,,
-27.365,738.768,,
-28.230,738.768,,
-28.888,738.768,,
-29.551,739.315,,
-30.203,739.315,,
-30.788,739.315,,
-31.639,739.315,,
-32.479,739.867,,
-33.234,739.867,,
-33.653,739.867,,
-33.795,739.867,,
-34.012,740.459,,
-34.353,740.459,,
-34.593,740.459,,
-35.026,740.459,,
-35.446,741.098,,
-35.611,741.098,,
-35.487,741.098,,
-35.195,741.098,,
-34.977,741.580,,
-34.904,741.580,,
-34.976,741.580,,
-35.000,741.580,,
-34.901,742.186,,
-35.066,742.186,,
-35.244,742.186,,
-35.499,742.186,,
-35.815,742.699,,
-35.762,742.699,,
-35.537,742.699,,
-35.407,742.699,,
-35.277,743.188,,
-35.131,743.188,,
-34.890,743.188,,
-34.641,743.188,,
-34.569,743.658,,
-34.549,743.658,,
-34.542,743.658,,
-34.563,743.658,,
-34.566,743.963,,
-34.589,743.963,,
-34.759,743.963,,
-35.386,743.963,,
-36.278,744.250,,
-37.113,744.250,,
-37.522,744.250,,
-37.533,744.250,,
-37.555,744.332,,
-37.641,744.332,,
-37.705,744.332,,
-37.830,744.332,,
-37.737,744.510,,
-37.897,744.510,,
-38.220,744.510,,
-38.517,744.510,,
-38.901,744.622,,
-39.201,744.622,,
-39.228,744.622,,
-39.059,744.622,,
-38.884,744.530,,
-38.512,744.530,,
-37.758,744.530,,
-37.157,744.530,,
-36.969,744.617,,
-37.014,744.617,,
-37.070,744.617,,
-37.195,744.617,,
-37.402,744.421,,
-37.649,744.421,,
-37.892,744.421,,
-38.058,744.421,,
-38.177,744.351,,
-37.851,744.351,,
-37.462,744.351,,
-37.334,744.351,,
-37.279,744.251,,
-37.157,744.251,,
-36.763,744.251,,
-36.150,744.251,,
-35.716,744.171,,
-35.417,744.171,,
-35.012,744.171,,
-34.205,744.171,,
-33.007,743.997,,
-31.482,743.997,,
-29.596,743.997,,
-27.664,743.997,,
-25.986,743.821,,
-24.326,743.821,,
-22.953,743.821,,
-21.705,743.821,,
-20.797,743.683,,
-20.179,743.683,,
-19.857,743.683,,
-20.042,743.683,,
-20.796,743.489,,
-21.905,743.489,,
-23.387,743.489,,
-25.003,743.489,,
-26.524,743.512,,
-27.971,743.512,,
-29.232,743.512,,
-30.401,743.512,,
-31.222,743.304,,
-31.586,743.304,,
-32.049,743.304,,
-32.789,743.304,,
-33.527,743.131,,
-34.248,743.131,,
-34.720,743.131,,
-34.906,743.131,,
-34.534,742.976,,
-34.066,742.976,,
-33.660,742.976,,
-33.705,742.976,,
-34.194,742.815,,
-34.754,742.815,,
-35.454,742.815,,
-36.027,742.815,,
-36.337,742.722,,
-36.592,742.722,,
-36.705,742.722,,
-36.418,742.722,,
-35.561,742.552,,
-34.478,742.552,,
-33.286,742.552,,
-32.511,742.552,,
-32.273,742.498,,
-32.361,742.498,,
-32.625,742.498,,
-33.045,742.498,,
-33.579,742.250,,
-34.229,742.250,,
-34.842,742.250,,
-35.437,742.250,,
-35.929,742.146,,
-36.424,742.146,,
-36.972,742.146,,
-37.411,742.146,,
-37.605,741.975,,
-37.946,741.975,,
-38.663,741.975,,
-39.657,741.975,,
-40.380,741.764,,
-40.432,741.764,,
-40.074,741.764,,
-39.636,741.764,,
-39.217,741.589,,
-38.751,741.589,,
-38.048,741.589,,
-37.503,741.589,,
-37.276,741.351,,
-37.068,741.351,,
