Data recorded on Tue Jul 25 13-41-43 CAT 2017
Time: 13:41:53
Time		Millis		bpm		Period		SpO2
42,2	,	25141	,	68	,	895	,	98.22423
42,2	,	26069	,	68	,	928	,	98.4654
42,3	,	26964	,	67	,	895	,	98.38923
42,3	,	27844	,	67	,	880	,	98.17794
42,4	,	28740	,	67	,	896	,	98.41735
42,5	,	29635	,	67	,	895	,	98.5476
42,6	,	30531	,	66	,	896	,	98.598885
42,7	,	31397	,	66	,	866	,	99.04958
42,8	,	32290	,	66	,	893	,	99.13814
42,9	,	33154	,	67	,	864	,	99.275894
42,10	,	34082	,	67	,	928	,	99.0964
42,11	,	34961	,	67	,	879	,	98.68258
42,11	,	35857	,	67	,	896	,	98.72444
42,12	,	36752	,	67	,	895	,	98.81717
42,13	,	37632	,	67	,	880	,	98.652504
42,14	,	38511	,	67	,	879	,	98.62223
42,15	,	39359	,	68	,	848	,	98.64187
42,16	,	40255	,	67	,	896	,	98.44098
42,17	,	41134	,	67	,	879	,	98.43976
42,18	,	42014	,	67	,	880	,	98.15283
42,19	,	42942	,	67	,	928	,	98.00742
42,19	,	43869	,	67	,	927	,	98.07842
42,20	,	44765	,	67	,	896	,	97.84267
42,21	,	45692	,	67	,	927	,	97.93728
42,22	,	46652	,	66	,	960	,	97.99014
42,23	,	47595	,	66	,	943	,	97.84674
42,24	,	48555	,	65	,	960	,	97.82021
42,25	,	49515	,	64	,	960	,	97.50506
42,26	,	50411	,	64	,	896	,	97.126686
42,27	,	51322	,	64	,	911	,	96.89955
42,28	,	52234	,	64	,	912	,	96.93872
42,29	,	53193	,	64	,	959	,	97.20931
42,30	,	54137	,	64	,	944	,	97.355286
42,31	,	55128	,	63	,	991	,	97.22623
42,32	,	56088	,	63	,	960	,	97.12715
42,33	,	57048	,	63	,	960	,	97.2284
42,34	,	57991	,	63	,	943	,	97.39927
42,35	,	58999	,	63	,	1008	,	97.56089
42,36	,	59990	,	62	,	991	,	97.84811
42,37	,	60950	,	62	,	960	,	98.11831
42,38	,	61942	,	61	,	992	,	98.20157
42,38	,	62869	,	62	,	927	,	98.25241
42,39	,	63780	,	62	,	911	,	98.3133
42,40	,	64676	,	62	,	896	,	98.67174
42,41	,	65588	,	63	,	912	,	98.77575
42,42	,	66531	,	63	,	943	,	98.971886
42,43	,	67411	,	63	,	880	,	98.89084
42,44	,	68322	,	64	,	911	,	98.91057
42,45	,	69250	,	64	,	928	,	98.98616
42,46	,	70145	,	65	,	895	,	98.780594
42,47	,	71041	,	66	,	896	,	98.67126
42,47	,	71937	,	66	,	896	,	98.57707
42,48	,	72768	,	66	,	831	,	98.57988
42,49	,	73648	,	66	,	880	,	98.294106
42,50	,	74544	,	67	,	896	,	98.33932
42,51	,	75471	,	67	,	927	,	98.192635
42,52	,	76367	,	67	,	896	,	98.24523
42,53	,	77263	,	67	,	896	,	98.310455
42,54	,	78174	,	67	,	911	,	98.338684
42,55	,	79054	,	67	,	880	,	98.47491
42,56	,	79981	,	67	,	927	,	98.60344
42,56	,	80893	,	67	,	912	,	98.59521
42,57	,	81789	,	66	,	896	,	98.620445
42,58	,	82716	,	66	,	927	,	98.67575
42,59	,	83628	,	66	,	912	,	98.67225
43,0	,	84556	,	66	,	928	,	98.863815
43,1	,	85403	,	66	,	847	,	99.012
