RAW Data export file (comma separated)


Client:	John,Sample
Session:	Allan3 
Date:	26-07-2017
Time:	14:45:58
Duration:	153	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-34.700,715.198,,
-35.522,715.198,,
-35.775,715.198,,
-35.383,715.198,,
-34.430,715.210,,
-33.385,715.210,,
-32.772,715.210,,
-32.734,715.210,,
-33.238,715.250,,
-33.533,715.250,,
-33.304,715.250,,
-32.962,715.250,,
-32.483,715.263,,
-32.089,715.263,,
-31.898,715.263,,
-31.809,715.263,,
-32.196,715.125,,
-33.017,715.125,,
-33.774,715.125,,
-33.959,715.125,,
-33.706,715.223,,
-33.866,715.223,,
-33.936,715.223,,
-33.803,715.223,,
-33.496,715.096,,
-32.909,715.096,,
-32.534,715.096,,
-32.837,715.096,,
-33.395,715.085,,
-33.745,715.085,,
-34.262,715.085,,
-35.236,715.085,,
-36.202,715.063,,
-36.441,715.063,,
-36.108,715.063,,
-35.396,715.063,,
-34.559,714.953,,
-33.408,714.953,,
-31.744,714.953,,
-29.850,714.953,,
-27.847,714.833,,
-26.448,714.833,,
-25.489,714.833,,
-24.200,714.833,,
-22.926,714.743,,
-21.581,714.743,,
-19.922,714.743,,
-18.538,714.743,,
-17.298,714.638,,
-16.334,714.638,,
-15.638,714.638,,
-15.437,714.638,,
-15.825,714.646,,
-16.836,714.646,,
-17.583,714.646,,
-18.293,714.646,,
-19.504,714.716,,
-20.935,714.716,,
-22.329,714.716,,
-23.346,714.716,,
-24.287,714.621,,
-24.933,714.621,,
-25.902,714.621,,
-26.817,714.621,,
-27.295,714.568,,
-27.439,714.568,,
-27.514,714.568,,
-27.861,714.568,,
-28.649,714.514,,
-29.754,714.514,,
-30.991,714.514,,
-31.812,714.514,,
-31.820,714.520,,
-31.684,714.520,,
-31.756,714.520,,
-31.644,714.520,,
-31.367,714.550,,
-31.331,714.550,,
-32.062,714.550,,
-32.807,714.550,,
-33.179,714.574,,
-33.323,714.574,,
-33.299,714.574,,
-33.443,714.574,,
-33.959,714.594,,
-34.739,714.594,,
-35.164,714.594,,
-34.886,714.594,,
-33.909,714.681,,
-32.714,714.681,,
-31.713,714.681,,
-31.071,714.681,,
-30.624,714.786,,
-30.294,714.786,,
-30.084,714.786,,
-30.037,714.786,,
-30.000,714.817,,
-30.167,714.817,,
-30.461,714.817,,
-30.803,714.817,,
-31.125,714.845,,
-31.686,714.845,,
-32.409,714.845,,
-33.104,714.845,,
-33.604,714.953,,
-33.631,714.953,,
-33.620,714.953,,
-33.570,714.953,,
-33.669,715.061,,
-33.716,715.061,,
-33.583,715.061,,
-33.634,715.061,,
-33.748,714.984,,
-33.424,714.984,,
-32.803,714.984,,
-32.087,714.984,,
-31.666,715.132,,
-31.469,715.132,,
-31.253,715.132,,
-31.236,715.132,,
-31.075,715.078,,
-30.734,715.078,,
-30.522,715.078,,
-30.555,715.078,,
-30.756,715.148,,
-31.220,715.148,,
-31.592,715.148,,
-31.927,715.148,,
-32.259,715.268,,
-32.385,715.268,,
-32.419,715.268,,
-32.182,715.268,,
-32.104,715.208,,
-32.086,715.208,,
-31.634,715.208,,
-30.297,715.208,,
-28.387,715.214,,
-26.469,715.214,,
-24.945,715.214,,
-23.360,715.214,,
-21.928,715.284,,
-20.798,715.284,,
-19.755,715.284,,
-19.204,715.284,,
-19.003,715.363,,
-19.089,715.363,,
-19.315,715.363,,
-19.590,715.363,,
-19.832,715.454,,
-19.988,715.454,,
-20.174,715.454,,
-20.246,715.454,,
-20.692,715.574,,
-21.495,715.574,,
-21.828,715.574,,
-21.789,715.574,,
-21.754,715.620,,
-21.767,715.620,,
-22.358,715.620,,
-22.706,715.620,,
-22.733,715.697,,
-22.904,715.697,,
-23.301,715.697,,
-24.538,715.697,,
-26.450,715.707,,
-28.119,715.707,,
-29.051,715.707,,
-29.625,715.707,,
-30.316,715.683,,
-31.067,715.683,,
-32.091,715.683,,
-33.219,715.683,,
-33.577,715.766,,
-33.400,715.766,,
-32.978,715.766,,
-32.109,715.766,,
-30.908,715.806,,
-29.863,715.806,,
-29.301,715.806,,
-29.550,715.806,,
-30.090,715.814,,
-30.017,715.814,,
-29.388,715.814,,
-28.777,715.814,,
-28.826,715.774,,
-29.278,715.774,,
-29.884,715.774,,
-30.437,715.774,,
-31.154,715.800,,
-32.147,715.800,,
-32.759,715.800,,
-33.160,715.800,,
-33.513,715.787,,
-33.847,715.787,,
-34.096,715.787,,
-34.343,715.787,,
-34.222,715.726,,
-33.459,715.726,,
-32.353,715.726,,
-31.724,715.726,,
-31.995,715.643,,
-32.626,715.643,,
-32.779,715.643,,
-32.695,715.643,,
-32.995,715.638,,
-33.937,715.638,,
-34.787,715.638,,
-35.742,715.638,,
-36.750,715.565,,
-37.357,715.565,,
-37.447,715.565,,
-37.425,715.565,,
-37.551,715.499,,
-37.608,715.499,,
-37.377,715.499,,
-37.075,715.499,,
-36.564,715.400,,
-35.570,715.400,,
-34.190,715.400,,
-33.333,715.400,,
-33.144,715.211,,
-32.898,715.211,,
-32.716,715.211,,
-32.735,715.211,,
-32.692,715.225,,
-33.014,715.225,,
-33.501,715.225,,
-33.584,715.225,,
-33.501,715.178,,
-32.898,715.178,,
-32.225,715.178,,
-31.591,715.178,,
-31.095,714.950,,
-30.454,714.950,,
-29.210,714.950,,
-27.464,714.950,,
-25.672,714.801,,
-24.338,714.801,,
-23.224,714.801,,
-21.953,714.801,,
-20.669,714.718,,
-19.491,714.718,,
-18.515,714.718,,
-17.615,714.718,,
-16.710,714.655,,
-16.089,714.655,,
-16.028,714.655,,
-16.475,714.655,,
-17.264,714.632,,
-18.161,714.632,,
-18.914,714.632,,
-19.971,714.632,,
-21.447,714.585,,
-22.838,714.585,,
-23.594,714.585,,
-24.017,714.585,,
-24.221,714.532,,
-24.489,714.532,,
-24.958,714.532,,
-25.513,714.532,,
-26.290,714.542,,
-27.024,714.542,,
-27.889,714.542,,
-28.847,714.542,,
-29.395,714.469,,
-29.630,714.469,,
-29.738,714.469,,
-29.863,714.469,,
-30.108,714.451,,
-30.222,714.451,,
-30.079,714.451,,
-30.369,714.451,,
-30.870,714.511,,
-31.349,714.511,,
-31.627,714.511,,
-31.276,714.511,,
-30.440,714.564,,
-29.517,714.564,,
-28.860,714.564,,
-28.855,714.564,,
-29.113,714.575,,
-29.624,714.575,,
-30.394,714.575,,
-31.414,714.575,,
-32.266,714.593,,
-32.741,714.593,,
-32.766,714.593,,
-32.659,714.593,,
-32.348,714.654,,
-32.197,714.654,,
-32.295,714.654,,
-32.265,714.654,,
-32.039,714.669,,
-31.577,714.669,,
-31.369,714.669,,
-31.687,714.669,,
-32.079,714.669,,
-32.362,714.669,,
-32.128,714.669,,
-32.117,714.669,,
-32.428,714.646,,
-32.902,714.646,,
-33.434,714.646,,
-34.052,714.646,,
-34.687,714.680,,
-35.107,714.680,,
-35.114,714.680,,
-34.819,714.680,,
-34.506,714.736,,
-34.357,714.736,,
-34.702,714.736,,
-34.990,714.736,,
-34.856,714.630,,
-34.410,714.630,,
-33.422,714.630,,
-32.746,714.630,,
-32.955,714.708,,
-33.787,714.708,,
-34.526,714.708,,
-35.072,714.708,,
-35.394,714.570,,
-35.605,714.570,,
-35.646,714.570,,
-35.301,714.570,,
-34.200,714.569,,
-32.510,714.569,,
-31.103,714.569,,
-30.134,714.569,,
-29.873,714.604,,
-30.241,714.604,,
