32.810000	,	-45.000000	,	36.333333
32.840000	,	-42.000000	,	36.333333
32.840000	,	-45.000000	,	36.333333
32.880000	,	-42.000000	,	36.333333
32.880000	,	-40.000000	,	36.333333
32.880000	,	-36.000000	,	36.333333
33.000000	,	-29.000000	,	36.333333
33.000000	,	-27.000000	,	36.333333
33.030000	,	-25.000000	,	36.333333
33.030000	,	-24.000000	,	36.333333

33.280000	,	-10.000000	,	36.366667
33.250000	,	-4.000000	,	36.366667
33.280000	,	-5.000000	,	36.366667
33.280000	,	-1.000000	,	36.366667
33.310000	,	-5.000000	,	36.366667
33.280000	,	-3.000000	,	36.366667
33.280000	,	-2.000000	,	36.366667
33.310000	,	-1.000000	,	36.366667
33.310000	,	-1.000000	,	36.366667
33.310000	,	0.000000	,	36.366667
33.310000	,	-1.000000	,	36.366667

33.060000	,	17.000000	,	37.650000
33.090000	,	14.000000	,	37.650000
33.160000	,	16.000000	,	37.650000
33.190000	,	17.000000	,	37.650000
33.250000	,	16.000000	,	37.650000
33.280000	,	12.000000	,	37.650000
33.310000	,	10.000000	,	37.650000
33.380000	,	23.000000	,	37.650000
33.440000	,	14.000000	,	37.650000
33.440000	,	14.000000	,	37.650000
33.470000	,	16.000000	,	37.650000
33.500000	,	27.000000	,	37.650000
33.500000	,	16.000000	,	37.650000
33.530000	,	13.000000	,	37.650000
33.530000	,	10.000000	,	37.650000

34.250000	,	-59.000000	,	37.400000
34.250000	,	-71.000000	,	37.400000
34.280000	,	-70.000000	,	37.400000
34.280000	,	-68.000000	,	37.400000
34.250000	,	-29.000000	,	37.400000
34.250000	,	32.000000	,	37.400000
34.220000	,	21.000000	,	37.400000
34.190000	,	16.000000	,	37.400000
34.190000	,	8.000000	,	37.400000
34.220000	,	-31.000000	,	37.400000
34.250000	,	-27.000000	,	37.400000
34.280000	,	-28.000000	,	37.400000
34.280000	,	-7.000000	,	37.400000
34.310000	,	-26.000000	,	37.400000
34.310000	,	-26.000000	,	37.400000
34.340000	,	-22.000000	,	37.400000

32.440000	,	-3.000000	,	37.550000
32.500000	,	-1.000000	,	37.550000
32.530000	,	0.000000	,	37.550000
32.560000	,	0.000000	,	37.550000
32.590000	,	3.000000	,	37.550000
32.630000	,	3.000000	,	37.550000
32.660000	,	3.000000	,	37.550000
32.690000	,	6.000000	,	37.550000
32.720000	,	5.000000	,	37.550000
32.750000	,	7.000000	,	37.550000
32.780000	,	6.000000	,	37.550000
32.780000	,	7.000000	,	37.550000
32.810000	,	8.000000	,	37.550000
32.840000	,	9.000000	,	37.550000
32.880000	,	8.000000	,	37.550000
32.880000	,	9.000000	,	37.550000

33.410000	,	13.000000	,	37.400000
33.410000	,	14.000000	,	37.400000
33.410000	,	13.000000	,	37.400000
33.440000	,	14.000000	,	37.400000
33.440000	,	13.000000	,	37.400000
33.440000	,	14.000000	,	37.400000
33.440000	,	15.000000	,	37.400000
33.440000	,	14.000000	,	37.400000
33.470000	,	14.000000	,	37.400000
33.470000	,	17.000000	,	37.400000
33.500000	,	16.000000	,	37.400000
33.470000	,	18.000000	,	37.400000
33.470000	,	16.000000	,	37.400000
33.500000	,	18.000000	,	37.400000
33.500000	,	19.000000	,	37.400000
33.500000	,	17.000000	,	37.400000

35.000000	,	-36.000000	,	38.000000
35.030000	,	-35.000000	,	38.000000
35.030000	,	-37.000000	,	38.000000
35.030000	,	-38.000000	,	38.000000
35.030000	,	-38.000000	,	38.000000
35.030000	,	-36.000000	,	38.000000
35.060000	,	-35.000000	,	38.000000
35.060000	,	-36.000000	,	38.000000
35.060000	,	-36.000000	,	38.000000
35.090000	,	-37.000000	,	38.000000
35.090000	,	-38.000000	,	38.000000
35.090000	,	-38.000000	,	38.000000
35.090000	,	-38.000000	,	38.000000
35.090000	,	-38.000000	,	38.000000
35.130000	,	-39.000000	,	38.000000
35.130000	,	-39.000000	,	38.000000

35.340000	,	-42.000000	,	37.950000
35.340000	,	-39.000000	,	37.950000
35.340000	,	-39.000000	,	37.950000
35.340000	,	-39.000000	,	37.950000
35.380000	,	-38.000000	,	37.950000
35.380000	,	-38.000000	,	37.950000
35.380000	,	-38.000000	,	37.950000
35.380000	,	-39.000000	,	37.950000
35.380000	,	-39.000000	,	37.950000
35.380000	,	-38.000000	,	37.950000
35.380000	,	-38.000000	,	37.950000
35.410000	,	-38.000000	,	37.950000
35.410000	,	-37.000000	,	37.950000
35.410000	,	-37.000000	,	37.950000
35.410000	,	-37.000000	,	37.950000
35.410000	,	-38.000000	,	37.950000
