RAW Data export file (comma separated)


Client:	John,Sample
Session:	Danie1 
Date:	24-07-2017
Time:	13:13:21
Duration:	462	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-26.347,747.407,,
-176.391,747.407,,
-176.443,747.407,,
-176.404,747.407,,
-176.386,626.229,,
-176.229,626.229,,
-176.069,626.229,,
-175.949,626.229,,
-175.964,625.836,,
-175.970,625.836,,
-175.925,625.836,,
-175.920,625.836,,
-175.922,625.341,,
-175.867,625.341,,
-175.847,625.341,,
-175.776,625.341,,
-175.657,624.967,,
-175.600,624.967,,
-175.708,624.967,,
-175.830,624.967,,
-176.001,624.611,,
-176.046,624.611,,
-176.048,624.611,,
-176.100,624.611,,
-176.086,624.205,,
-175.993,624.205,,
-175.867,624.205,,
-175.795,624.205,,
-175.865,624.003,,
-176.003,624.003,,
-176.028,624.003,,
-176.037,624.003,,
-175.974,623.609,,
-175.856,623.609,,
-175.840,623.609,,
-175.764,623.609,,
-175.681,623.294,,
-175.745,623.294,,
-175.798,623.294,,
-175.769,623.294,,
-175.680,622.943,,
-175.726,622.943,,
-175.738,622.943,,
-175.734,622.943,,
-175.708,622.247,,
-175.680,622.247,,
-175.764,622.247,,
-175.891,622.247,,
-175.973,621.921,,
-175.980,621.921,,
-175.915,621.921,,
-175.916,621.921,,
-175.802,621.313,,
-175.746,621.313,,
-175.771,621.313,,
-175.834,621.313,,
-175.810,620.421,,
-175.808,620.421,,
-175.839,620.421,,
-175.803,620.421,,
-175.766,619.639,,
-175.873,619.639,,
-175.924,619.639,,
-175.860,619.639,,
-175.693,619.064,,
-175.688,619.064,,
-175.693,619.064,,
-175.767,619.064,,
-175.759,618.756,,
-175.720,618.756,,
-175.818,618.756,,
-175.924,618.756,,
-175.993,618.471,,
-175.935,618.471,,
-175.916,618.471,,
-175.902,618.471,,
-175.810,618.362,,
-175.688,618.362,,
-175.754,618.362,,
-175.812,618.362,,
-175.816,618.273,,
-175.692,618.273,,
-175.645,618.273,,
-175.596,618.273,,
-175.604,618.035,,
-175.698,618.035,,
-175.695,618.035,,
-175.690,618.035,,
-175.654,617.917,,
-175.616,617.917,,
-175.689,617.917,,
-175.760,617.917,,
-175.743,617.620,,
-175.673,617.620,,
-175.671,617.620,,
-175.675,617.620,,
-175.766,617.447,,
-175.843,617.447,,
-175.922,617.447,,
-175.771,617.447,,
-175.744,617.313,,
-175.742,617.313,,
-175.796,617.313,,
-175.826,617.313,,
-175.779,617.143,,
-175.638,617.143,,
-175.470,617.143,,
-175.416,617.143,,
-175.596,617.220,,
-175.782,617.220,,
-175.845,617.220,,
-175.973,617.220,,
-175.900,617.150,,
-175.788,617.150,,
-175.856,617.150,,
-175.885,617.150,,
-175.830,617.185,,
-175.744,617.185,,
-175.733,617.185,,
-175.840,617.185,,
-175.821,617.274,,
-175.900,617.274,,
-175.857,617.274,,
-175.762,617.274,,
-175.780,617.318,,
-175.732,617.318,,
-175.654,617.318,,
-175.548,617.318,,
-175.473,617.590,,
-175.578,617.590,,
-175.686,617.590,,
-175.753,617.590,,
-175.761,617.757,,
-175.681,617.757,,
-175.619,617.757,,
-175.552,617.757,,
-175.495,618.185,,
-175.514,618.185,,
-175.555,618.185,,
-175.595,618.185,,
-175.603,618.488,,
-175.607,618.488,,
-175.568,618.488,,
-175.581,618.488,,
-175.611,619.023,,
-175.580,619.023,,
-175.516,619.023,,
-175.463,619.023,,
-175.606,619.599,,
-175.800,619.599,,
-175.735,619.599,,
-175.730,619.599,,
-175.743,619.713,,
-175.792,619.713,,
-175.784,619.713,,
-175.805,619.713,,
-175.815,620.061,,
-175.808,620.061,,
-175.718,620.061,,
-175.700,620.061,,
-175.685,620.510,,
-175.691,620.510,,
-175.620,620.510,,
-175.586,620.510,,
-175.532,621.015,,
-175.539,621.015,,
-175.640,621.015,,
-175.721,621.015,,
-175.717,621.729,,
-175.772,621.729,,
-175.716,621.729,,
-175.685,621.729,,
-175.697,622.300,,
-175.623,622.300,,
-175.475,622.300,,
-175.458,622.300,,
-175.546,623.021,,
-175.625,623.021,,
-175.666,623.021,,
-175.794,623.021,,
-175.950,623.589,,
-175.894,623.589,,
-175.845,623.589,,
-175.776,623.589,,
-175.604,624.245,,
-175.522,624.245,,
-175.436,624.245,,
-175.414,624.245,,
-175.434,624.947,,
-175.453,624.947,,
-175.618,624.947,,
-175.645,624.947,,
-175.607,625.537,,
-175.581,625.537,,
-175.447,625.537,,
-175.326,625.537,,
-175.392,626.276,,
-175.499,626.276,,
-175.564,626.276,,
-175.617,626.276,,
-175.691,626.921,,
-175.752,626.921,,
-175.739,626.921,,
-175.714,626.921,,
-175.554,627.482,,
-175.491,627.482,,
-175.483,627.482,,
-175.533,627.482,,
-175.588,628.133,,
-175.661,628.133,,
-175.680,628.133,,
-175.689,628.133,,
-175.545,628.683,,
-175.606,628.683,,
-175.645,628.683,,
-175.532,628.683,,
-175.493,629.484,,
-175.504,629.484,,
-175.514,629.484,,
-175.521,629.484,,
-175.575,630.231,,
-175.699,630.231,,
-175.685,630.231,,
-175.577,630.231,,
-175.586,631.000,,
-175.556,631.000,,
-175.420,631.000,,
-175.407,631.000,,
-175.500,631.889,,
-175.612,631.889,,
-175.661,631.889,,
-175.730,631.889,,
-175.717,632.880,,
-175.669,632.880,,
-175.633,632.880,,
-175.486,632.880,,
-175.388,634.074,,
-175.434,634.074,,
-175.358,634.074,,
-175.384,634.074,,
-175.506,635.919,,
-175.634,635.919,,
-175.675,635.919,,
-175.584,635.919,,
-175.555,638.189,,
-175.551,638.189,,
-175.547,638.189,,
-175.497,638.189,,
-175.489,641.351,,
-175.526,641.351,,
-175.540,641.351,,
-175.609,641.351,,
-175.615,645.016,,
-175.538,645.016,,
-175.403,645.016,,
-175.315,645.016,,
-175.339,649.652,,
-175.400,649.652,,
-175.377,649.652,,
-175.425,649.652,,
-175.560,654.308,,
-175.640,654.308,,
-175.698,654.308,,
-175.786,654.308,,
-175.749,658.939,,
-175.579,658.939,,
-175.489,658.939,,
-175.527,658.939,,
-175.522,664.307,,
-175.544,664.307,,
-175.601,664.307,,
-175.578,664.307,,
-175.505,670.205,,
-175.477,670.205,,
-175.486,670.205,,
-175.486,670.205,,
-175.484,676.157,,
-175.477,676.157,,
-175.476,676.157,,
-175.431,676.157,,
-175.414,682.692,,
-175.354,682.692,,
-175.250,682.692,,
-175.193,682.692,,
-175.207,689.047,,
-175.280,689.047,,
-175.283,689.047,,
-175.262,689.047,,
-175.298,694.794,,
-175.322,694.794,,
-175.301,694.794,,
-175.491,694.794,,
-175.622,700.058,,
-175.602,700.058,,
-175.532,700.058,,
-175.553,700.058,,
-175.524,704.483,,
-175.545,704.483,,
-175.578,704.483,,
-175.494,704.483,,
-175.423,707.912,,
-175.512,707.912,,
-175.508,707.912,,
-175.395,707.912,,
-175.361,710.689,,
-175.407,710.689,,
-175.431,710.689,,
-175.413,710.689,,
-175.393,712.461,,
-175.483,712.461,,
-175.531,712.461,,
-175.478,712.461,,
-175.502,713.890,,
-175.430,713.890,,
-175.343,713.890,,
-175.415,713.890,,
-175.422,715.450,,
-175.419,715.450,,
-175.421,715.450,,
-175.435,715.450,,
-175.526,717.152,,
-175.571,717.152,,
-175.469,717.152,,
-175.356,717.152,,
-175.270,718.585,,
-175.201,718.585,,
-175.328,718.585,,
-175.577,718.585,,
-175.715,719.435,,
-175.583,719.435,,
