Data recorded on Fri Jun 23 15:47:54 CAT 2017
Time: 15:48:0
Time		Millis		bpm		Period		SpO2
48,4	,	24276	,	58	,	1087	,	101.738914
48,4	,	25316	,	58	,	1040	,	101.80075
48,5	,	26292	,	58	,	976	,	102.17661
48,6	,	27300	,	58	,	1008	,	102.60093
48,7	,	28371	,	58	,	1071	,	102.72838
48,8	,	29443	,	58	,	1072	,	103.07791
48,9	,	30562	,	57	,	1119	,	102.8099
48,10	,	31634	,	57	,	1072	,	103.0412
48,11	,	32689	,	57	,	1055	,	102.94625
48,12	,	33793	,	56	,	1104	,	103.029816
48,13	,	34801	,	57	,	1008	,	103.19233
48,14	,	35840	,	57	,	1039	,	103.40185
48,15	,	36912	,	56	,	1072	,	103.360435
48,16	,	37919	,	56	,	1007	,	103.46128
48,17	,	38991	,	56	,	1072	,	103.69783
48,18	,	40079	,	56	,	1088	,	103.306564
48,20	,	41118	,	56	,	1039	,	104.01687
48,21	,	42222	,	56	,	1104	,	103.813644
48,22	,	43326	,	56	,	1104	,	103.76695
48,23	,	44413	,	56	,	1087	,	103.76897
48,24	,	45484	,	56	,	1071	,	103.52951
48,25	,	46524	,	56	,	1040	,	103.720665
48,26	,	47532	,	56	,	1008	,	103.5524
48,27	,	48603	,	56	,	1071	,	103.54726
48,28	,	49691	,	56	,	1088	,	103.69206
48,29	,	50698	,	56	,	1007	,	103.986
48,30	,	51770	,	56	,	1072	,	103.73926
48,31	,	52842	,	56	,	1072	,	103.91996
48,32	,	53818	,	57	,	976	,	104.075714
48,33	,	54825	,	57	,	1007	,	104.07154
48,34	,	55896	,	57	,	1071	,	104.27462
48,35	,	56872	,	58	,	976	,	104.31742
48,36	,	57960	,	57	,	1088	,	104.45448
48,37	,	59032	,	57	,	1072	,	104.58525
48,38	,	60023	,	58	,	991	,	104.61566
48,39	,	61095	,	57	,	1072	,	104.72566
48,41	,	62118	,	58	,	1023	,	104.979744
48,42	,	63126	,	58	,	1008	,	104.90148
48,43	,	64134	,	58	,	1008	,	105.07948
48,44	,	65189	,	57	,	1055	,	104.9482
48,45	,	66197	,	58	,	1008	,	104.933334
48,46	,	67172	,	58	,	975	,	104.855804
48,47	,	68212	,	58	,	1040	,	104.993324
48,48	,	69235	,	58	,	1023	,	104.83655
48,49	,	70243	,	58	,	1008	,	104.61431
48,50	,	71266	,	58	,	1023	,	104.13475
48,51	,	72306	,	58	,	1039	,	103.86265
48,52	,	73282	,	59	,	976	,	104.00539
48,53	,	74290	,	59	,	1008	,	104.060036
48,54	,	75361	,	58	,	1071	,	104.03425
48,55	,	76417	,	58	,	1056	,	103.95373
48,56	,	77552	,	57	,	1135	,	103.96461
48,57	,	78656	,	57	,	1104	,	103.79146
48,58	,	79632	,	57	,	976	,	103.56681
48,59	,	80735	,	57	,	1103	,	103.78343
49,0	,	81822	,	56	,	1087	,	104.227425
49,1	,	82878	,	56	,	1056	,	104.224365
49,2	,	83950	,	56	,	1072	,	104.442055
49,3	,	85053	,	55	,	1103	,	104.3681
