-1.306425667	,	0.249544667
-1.301566667	,	0.263585667
-1.307866667	,	0.260044667
-1.303487667	,	0.268444667
-1.299287667	,	0.258603667
-1.290887667	,	0.264244667
-1.281950667	,	0.266344667
-1.277750667	,	0.267003667
-1.274991667	,	0.267003667
-1.272891667	,	0.269103667
-1.222166333	,	0.267003667
-1.208125333	,	-0.270411
-1.211666333	,	-0.295611
-1.203266333	,	-0.294952
-1.213107333	,	-0.290752
-1.207466333	,	-0.207411
-1.205366333	,	-0.079311
-1.204707333	,	-0.10097
-1.204707333	,	-0.110029
-1.202607333	,	-0.126829
-1.204707333	,	-0.21017
0.128434	,	-0.203211
0.120693	,	-0.206752
0.121531	,	-0.162652
0.12219	,	-0.203993
0.117208	,	-0.203993
0.107367	,	0.36757
0.101726	,	0.36757
0.125664	,	0.363549
0.103882	,	0.361449
0.103882	,	0.360008
0.106641	,	0.360008
0.1283	,	0.354367
0.1052	,	0.354367
0.09746	,	0.352267
0.09116	,	0.350827
-0.338322	,	0.352927
-0.363522	,	0.355027
-0.362863	,	0.355027
-0.358663	,	0.353586
-0.275322	,	0.349386
-0.147222	,	0.351486
-0.168881	,	-0.508032
-0.17794	,	-0.520632
-0.19474	,	-0.522732
-0.278081	,	-0.522073
-0.271122	,	-0.524173
-0.274663	,	-0.526273
-0.230563	,	-0.521414
-0.271904	,	-0.531914
-0.271904	,	-0.531255
-0.264945	,	-0.529155
0.937441	,	-0.524955
0.9402	,	-0.531255
0.936838	,	-0.528496
0.933297	,	-0.528496
0.936056	,	-0.528496
0.932516	,	-0.530596
0.935275	,	0.115106
0.933834	,	0.115106
0.934493	,	0.115765
0.930472	,	0.115765
0.929031	,	0.115765
0.92759	,	0.117865
0.926149	,	0.126265
0.928908	,	0.126265
0.925367	,	0.126265
0.927467	,	0.126265
0.920564	,	0.128365
1.11907	,	0.128365
1.11907	,	0.128365
1.115049	,	0.132565
1.112949	,	0.130465
1.111508	,	0.128365
1.111508	,	0.368028
1.105867	,	0.376428
1.105867	,	0.377087
1.103767	,	0.379187
1.102326	,	0.379187
1.104426	,	0.377087
1.106526	,	0.377746
1.106526	,	0.377746
1.105085	,	0.375646
1.100885	,	0.376305
1.102985	,	0.378405
0.523019	,	0.380505
0.534178	,	0.382605
0.534357	,	0.381164
0.537116	,	0.383264
0.541975	,	0.383264
0.544734	,	0.013531
0.547493	,	0.015631
0.548152	,	0.013531
0.550911	,	0.01419
0.55367	,	0.01209
0.551749	,	0.01419
0.554508	,	0.01629
0.560808	,	0.01419
0.563567	,	0.012749
0.570526	,	0.019049
0.566985	,	0.015508
-0.139048	,	0.021149
-0.151648	,	0.016949
-0.153748	,	0.019708
-0.153089	,	0.021808
-0.155189	,	0.017608
-0.157289	,	0.305326
-0.152429	,	0.305985
-0.162929	,	0.301785
-0.16227	,	0.305985
-0.16017	,	0.308085
-0.15597	,	0.305985
-0.16227	,	0.306164
-0.159511	,	0.306164
-0.159511	,	0.304064
-0.159511	,	0.297764
-0.161611	,	0.304064
-0.278902667	,	0.301964
-0.276802667	,	0.306823
-0.284543667	,	0.306823
-0.280343667	,	0.306823
-0.280343667	,	0.306823
-0.280343667	,	0.291079
-0.280343667	,	0.286879
-0.282443667	,	0.287538
-0.280343667	,	0.283338
-0.281784667	,	0.285438
-0.283884667	,	0.286097
-0.279684667	,	0.296597
-0.285984667	,	0.296597
-0.277584667	,	0.311476
-0.277584667	,	0.349276
-0.288084667	,	0.311476
-0.346081	,	0.317776
-0.346081	,	0.339435
-0.345422	,	0.321976
-0.345422	,	0.316335
-0.345422	,	0.322635
-0.343322	,	-0.315536
-0.334922	,	-0.307136
-0.334922	,	-0.302936
-0.334922	,	-0.304377
-0.334922	,	-0.301618
-0.332822	,	-0.297418
-0.332822	,	-0.296759
-0.332822	,	-0.292559
-0.328622	,	-0.288359
-0.330722	,	-0.2877
-0.332822	,	-0.2856
0.212387	,	-0.2835
0.231946	,	-0.2814
0.238905	,	-0.28074
0.244423	,	-0.28074
0.251382	,	-0.245956667
0.260441	,	-0.231256667
0.2716	,	-0.243197667
0.273879	,	-0.241097667
0.278738	,	-0.234797667
0.285697	,	-0.238338667
0.288456	,	-0.242538667
0.295416	,	-0.246738667
0.300275	,	-0.250279667
0.298834	,	-0.248179667
0.303693	,	-0.246079667
0.309993	,	-0.226520667
0.459657	,	-0.237020667
0.468057	,	-0.240561667
