32.440000	,	-3.000000	,	37.550000
32.500000	,	-1.000000	,	37.550000
32.530000	,	0.000000	,	37.550000
32.560000	,	0.000000	,	37.550000
32.590000	,	3.000000	,	37.550000
32.630000	,	3.000000	,	37.550000
32.660000	,	3.000000	,	37.550000
32.690000	,	6.000000	,	37.550000
32.720000	,	5.000000	,	37.550000
32.750000	,	7.000000	,	37.550000
32.780000	,	6.000000	,	37.550000
32.780000	,	7.000000	,	37.550000
32.810000	,	8.000000	,	37.550000
32.840000	,	9.000000	,	37.550000
32.880000	,	8.000000	,	37.550000
32.880000	,	9.000000	,	37.550000

32.220000	,	-2.000000	,	37.500000
32.250000	,	-2.000000	,	37.500000
32.280000	,	-2.000000	,	37.500000
32.310000	,	-2.000000	,	37.500000
32.340000	,	-2.000000	,	37.500000
32.340000	,	0.000000	,	37.500000
32.380000	,	1.000000	,	37.500000
32.410000	,	0.000000	,	37.500000
32.440000	,	1.000000	,	37.500000
32.470000	,	1.000000	,	37.500000
32.470000	,	2.000000	,	37.500000
32.500000	,	4.000000	,	37.500000
32.530000	,	4.000000	,	37.500000
32.560000	,	1.000000	,	37.500000
32.590000	,	4.000000	,	37.500000
32.630000	,	4.000000	,	37.500000
32.720000	,	8.000000	,	37.500000

32.880000	,	-526.000000	,	38.500000
32.940000	,	-507.000000	,	38.500000
33.030000	,	-495.000000	,	38.500000
33.090000	,	-486.000000	,	38.500000
33.160000	,	-475.000000	,	38.500000
33.250000	,	-463.000000	,	38.500000
33.280000	,	-453.000000	,	38.500000
33.340000	,	-445.000000	,	38.500000
33.410000	,	-436.000000	,	38.500000
33.470000	,	-429.000000	,	38.500000
33.500000	,	-420.000000	,	38.500000
33.530000	,	-410.000000	,	38.500000
33.560000	,	-393.000000	,	38.500000
33.630000	,	-388.000000	,	38.500000
33.660000	,	-384.000000	,	38.500000

32.500000	,	-294.000000	,	38.050000
32.560000	,	-277.000000	,	38.050000
32.590000	,	-244.000000	,	38.050000
32.660000	,	-237.000000	,	38.050000
32.690000	,	-231.000000	,	38.050000
32.720000	,	-224.000000	,	38.050000
32.780000	,	-220.000000	,	38.050000
32.810000	,	-221.000000	,	38.050000
32.840000	,	-221.000000	,	38.050000
32.880000	,	-218.000000	,	38.050000
32.940000	,	-213.000000	,	38.050000
32.970000	,	-209.000000	,	38.050000
33.000000	,	-206.000000	,	38.050000
33.030000	,	-204.000000	,	38.050000
33.060000	,	-201.000000	,	38.050000
33.090000	,	-198.000000	,	38.050000

34.810000	,	-123.000000	,	37.900000
34.810000	,	-124.000000	,	37.900000
34.810000	,	-125.000000	,	37.900000
34.810000	,	-127.000000	,	37.900000
34.840000	,	-123.000000	,	37.900000
34.810000	,	-125.000000	,	37.900000
34.840000	,	-123.000000	,	37.900000
34.840000	,	-122.000000	,	37.900000
34.840000	,	-121.000000	,	37.900000
34.840000	,	-122.000000	,	37.900000
34.840000	,	-122.000000	,	37.900000
34.840000	,	-121.000000	,	37.900000
34.840000	,	-119.000000	,	37.900000
34.840000	,	-116.000000	,	37.900000
34.840000	,	-117.000000	,	37.900000
34.840000	,	-116.000000	,	37.900000
